SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2006,2,1,Suburb,1975,123368.54721811433
1048,2,1,Urban,1976,69427.07621720203
2850,3,1,Urban,1969,275688.58830696973
2929,2,3,Urban,1974,437976.5129786613
1766,2,2,Urban,1991,330087.5594073184
1029,2,3,Urban,1960,109992.50508975607
1084,5,1,Urban,2020,86146.87569238213
1788,3,3,Rural,1990,150917.1079128647
2525,3,2,Suburb,2017,294932.3480494531
2569,2,1,Suburb,2006,322304.8380016622
1328,4,3,Suburb,1992,104673.27865333243
1609,2,2,Urban,2015,204976.30907583504
1433,2,2,Urban,1963,196670.70292595605
1587,5,3,Urban,2016,238780.0882258609
2710,5,3,Suburb,1976,298214.2045516019
2876,4,2,Urban,2015,245804.22615524122
2272,5,2,Suburb,2020,231754.45056241276
2875,2,1,Rural,1999,313855.39685131743
2157,2,2,Urban,2001,237185.61641995845
1689,5,3,Suburb,1998,232737.6060971396
2388,5,1,Urban,2003,327477.4947684354
2763,3,3,Urban,1979,326009.4834289767
2598,2,1,Rural,1999,232683.32000397786
2803,4,3,Urban,2018,357443.24822218757
1424,5,1,Suburb,1992,159608.6933328439
2438,5,1,Urban,1984,260287.50729146964
1769,3,3,Suburb,1970,159106.71894846967
2679,3,2,Rural,1989,241820.42791842044
1511,5,1,Suburb,2017,200411.51523542686
2408,4,3,Rural,1975,321580.1053831328
2411,4,1,Rural,1993,251397.61216886705
2838,5,1,Suburb,2008,434857.7630938774
2011,3,1,Rural,2011,242030.70838474968
2472,2,3,Urban,1956,247374.02991140028
1563,2,2,Suburb,1990,98956.77296676274
1302,3,1,Rural,1951,168057.98236543132
1098,2,2,Suburb,2004,154471.2375843904
2996,3,1,Suburb,2009,357531.64261275734
2329,4,3,Suburb,1955,244328.9897196837
1556,2,1,Suburb,2019,106303.02580559094
1041,5,1,Urban,2012,96618.04731078721
1990,5,1,Rural,2007,217526.58597787525
1467,2,1,Urban,1979,142365.45213505405
1439,5,3,Suburb,2009,138879.20096789172
1326,3,1,Rural,2011,159161.44131333206
1568,3,3,Suburb,1955,221230.53852263562
1032,5,1,Rural,2021,160261.01160714962
1411,2,3,Urban,1965,162668.06237195505
2649,2,1,Urban,1956,263212.0690090552
1811,2,1,Suburb,1998,165032.05458016257
2137,4,1,Urban,1957,250164.64637188806
1507,2,3,Suburb,1958,173582.9362629907
1055,2,2,Rural,2002,115941.35969274942
2579,3,3,Urban,2017,326827.90022325516
2747,4,1,Rural,1972,335748.1860528146
2375,3,2,Rural,1988,267023.72112788085
2352,5,3,Suburb,2008,249076.8100311593
1545,5,3,Urban,1992,120375.44844869633
2293,2,1,Urban,1958,218921.84624909924
1195,4,1,Suburb,1972,102603.9180608506
1412,5,3,Rural,2007,164882.88136309202
1636,2,1,Urban,1991,160922.9646895245
2102,4,2,Suburb,1991,195916.62172334647
2790,5,1,Rural,1968,331779.3811773241
2680,5,2,Urban,1994,211072.9361390848
2106,4,2,Suburb,1959,226510.31086238087
1741,4,1,Urban,2013,163594.991051472
1136,4,3,Suburb,1983,210987.15254689596
1538,4,2,Rural,1950,176984.82265538358
1688,5,1,Rural,1992,178606.4989573346
1718,4,2,Suburb,1999,178344.83137971655
1932,3,3,Rural,1994,275863.22857401083
2947,3,3,Urban,2000,354385.2846605918
1305,5,3,Urban,1958,110512.65415172579
2334,5,2,Suburb,1960,223948.36133534566
1387,2,2,Urban,2002,85014.42957696044
1724,5,2,Urban,1986,204903.98327345983
2889,4,3,Urban,1960,270907.16865877114
1914,4,1,Suburb,1978,174080.93994231915
1548,5,2,Suburb,1996,231653.1391945044
1505,3,1,Rural,1959,128095.22742212052
1387,2,2,Rural,1993,117063.83829451236
1292,5,1,Suburb,1951,214267.30384494952
1178,5,2,Rural,1956,247665.27147646598
1671,2,1,Urban,2009,183521.64520375433
2452,3,1,Suburb,2004,251861.6706807868
2903,5,3,Rural,2013,313165.66660472465
2547,3,3,Rural,1953,302257.1369756859
2704,4,2,Suburb,1989,185344.19859882645
2335,3,1,Suburb,2019,283719.618111096
1079,4,3,Rural,2003,121652.205464024
2037,2,1,Suburb,1977,203967.75634271937
2077,5,1,Suburb,1951,236922.71377872152
1446,4,3,Rural,1992,120035.95438523604
1765,3,3,Suburb,1968,274542.3212807031
2088,5,2,Suburb,1995,188211.21747478496
2395,4,2,Suburb,1965,335175.3666727694
1502,4,1,Rural,1982,245056.52529914907
1569,3,3,Rural,1977,209976.36947631478
1095,4,1,Rural,1980,162149.96275665078
2556,2,1,Suburb,2010,275263.6524680867
2283,4,1,Rural,1991,268257.89065806364
1584,3,2,Rural,2020,134750.11515546212
1247,5,3,Suburb,1977,132267.5587638083
1126,3,1,Rural,1976,99572.60196012101
1498,3,3,Rural,1975,183783.36067007924
1045,5,1,Urban,2007,66306.49297208167
1981,4,2,Rural,2010,236053.54730138349
1267,2,3,Suburb,1959,179885.010946572
2663,3,1,Rural,1975,317714.37675123406
2565,3,1,Rural,2020,241321.0801956553
1093,2,3,Urban,2021,84902.25392090912
1735,3,1,Suburb,1986,230158.92580681216
2339,5,3,Suburb,1953,229346.31419219633
1611,4,3,Suburb,2006,178251.11221798626
1070,5,2,Rural,1971,234691.70633566787
1592,3,3,Suburb,1994,180056.532073829
1448,5,3,Urban,2005,204586.3850624256
2933,3,3,Urban,1960,347626.7770876098
2390,4,1,Rural,1968,172082.54183408158
2835,5,3,Rural,1967,335230.119464598
1619,5,2,Rural,1961,314654.19990159175
1613,2,3,Rural,1972,241743.9412724226
2433,2,1,Suburb,2009,299697.22511827096
1090,3,2,Rural,1989,183010.6725173709
2532,5,3,Suburb,2009,342935.264868167
1876,4,1,Urban,1993,163213.1036205153
1527,4,3,Rural,2003,222100.59475161156
2133,2,3,Suburb,2003,237208.62083648666
1774,2,2,Suburb,2016,121229.12535433384
1671,2,3,Suburb,2000,168191.55979390888
1764,4,3,Suburb,1967,204295.21847298671
2112,4,2,Urban,1955,198932.2833498208
2630,4,1,Suburb,2000,266691.17513943126
2295,3,3,Rural,1986,269328.7116536192
2270,5,3,Suburb,1957,278354.6017254306
1360,3,3,Urban,2020,186881.71740441164
1377,5,2,Rural,1999,188807.2446988247
2229,5,3,Urban,2010,212029.52058674998
1344,5,1,Urban,1996,84974.16102505074
2853,2,2,Suburb,1969,315858.9292287142
1797,5,3,Rural,2020,203922.8563390318
2783,2,2,Suburb,1950,295523.7714715606
1454,5,2,Rural,1973,180521.7251005914
1907,3,3,Rural,2003,190086.4711233043
1066,3,1,Urban,2002,143288.67809106858
1986,5,3,Urban,2002,160455.7090124323
2581,3,2,Urban,2013,396061.00765705947
1978,3,3,Rural,2016,232872.92326154612
1042,5,2,Rural,1991,131967.33430023972
1228,5,3,Rural,1994,114011.5664074866
2974,2,3,Suburb,1957,337411.92856347817
2836,3,3,Rural,1996,223429.96330358932
2467,3,1,Urban,1970,257166.62788323287
1233,5,1,Urban,2004,236017.0314013384
2222,4,1,Urban,2008,189454.13109124
1496,2,1,Rural,1995,154333.48059480975
1847,2,3,Urban,1960,186236.89193225928
2055,4,1,Suburb,1986,246483.6474201986
2287,2,3,Urban,2007,266407.1161178842
1112,2,2,Rural,2003,104278.98276051803
1972,3,2,Urban,1969,186331.5009959666
2853,3,1,Suburb,1968,298893.5415743451
1458,5,1,Rural,2017,177273.70269261414
2299,5,3,Urban,1952,276768.0580376495
2169,2,3,Suburb,1998,237433.74170066003
2380,4,2,Rural,2005,326145.5268580273
1005,5,3,Rural,1962,123137.58656090437
2363,5,1,Urban,2020,359621.7228062911
1991,4,1,Urban,1956,336833.94342356885
1493,2,3,Urban,2012,137455.47693869862
2131,2,2,Urban,2013,263206.03955217375
2948,5,2,Urban,2011,346025.2890328441
2795,2,2,Suburb,1951,324526.2752443654
1070,2,1,Urban,2001,136677.67186312014
1938,5,1,Rural,1996,183724.94583940803
2363,5,1,Rural,1993,221371.8959035611
1673,3,2,Rural,2004,170231.61134983634
2123,3,1,Rural,1970,218140.35387030902
2350,2,3,Urban,1997,168167.87318924995
2056,4,3,Urban,2021,308500.6167363938
1142,3,2,Suburb,1998,162815.6193060813
2267,2,2,Suburb,1963,363500.4283410718
1735,4,3,Suburb,2017,109593.5303300785
1725,3,2,Suburb,1953,242543.61498607212
2655,3,3,Suburb,1973,320300.6897502678
2703,2,1,Rural,1969,232761.10287498558
2884,5,3,Urban,2003,342492.30659618304
1216,5,2,Rural,1983,161316.10442608336
2924,4,2,Suburb,1972,353941.0309713694
2997,5,2,Urban,2021,307426.61963479826
1433,2,3,Suburb,2017,111081.74149910125
2890,3,3,Suburb,1986,336612.21115521004
1833,4,2,Urban,1968,240134.71492292304
2752,5,2,Urban,1979,289100.1699065092
2077,3,1,Rural,1974,277823.39206050907
1719,2,1,Rural,1994,205487.70862267856
1941,2,3,Urban,1957,298578.0093025647
2615,3,1,Suburb,1967,262732.5303765207
1906,2,1,Urban,1962,163475.5680313739
2915,2,3,Rural,2009,286003.3061703246
2968,3,1,Urban,1967,248602.49933134278
1994,5,3,Suburb,1975,251102.0235110724
2174,4,2,Suburb,1964,271553.8360174603
1054,3,1,Rural,1995,68697.76935075555
2540,3,3,Urban,2000,339955.34145007905
2471,5,3,Rural,2002,314391.4679771104
2058,4,3,Urban,1992,220873.1754204551
1860,2,1,Rural,1957,210482.55569785862
2006,5,3,Suburb,1975,220377.02218088976
2142,4,3,Suburb,1961,193813.15934909592
2220,3,1,Urban,1997,219240.91701702483
1565,4,3,Urban,1955,204169.30260927492
1770,5,3,Rural,2012,220501.44478574145
2797,2,1,Rural,1958,320145.25341533276
2878,4,1,Rural,1958,331099.6175328095
1877,4,2,Rural,1996,217907.7404707533
1823,3,2,Rural,1984,228901.59402861193
1513,4,3,Suburb,2010,277198.1891408322
2617,3,2,Suburb,1987,270241.64007081056
1861,5,3,Suburb,1979,275324.0481199658
1421,2,3,Rural,1970,162245.7595526183
2975,5,2,Rural,1969,314837.9279518858
1516,4,1,Suburb,1972,161047.57918199807
2709,4,1,Suburb,1973,296716.5791132501
2162,3,2,Rural,1959,140910.54153947736
1704,3,3,Rural,1986,153770.8105724671
2673,5,1,Suburb,1963,369965.92571636016
1808,5,3,Suburb,2013,173892.93892786515
2651,5,1,Rural,2003,351813.1083646805
1043,2,2,Urban,1964,144252.2802185118
1857,3,2,Rural,2015,171287.2686998516
1800,5,2,Urban,1956,192923.30229276943
1218,3,3,Rural,2005,48410.41933777717
1567,5,2,Urban,1973,329637.20472520305
2777,2,2,Suburb,1951,253287.25071350439
1907,3,2,Urban,1974,287800.62809626164
1257,3,3,Suburb,1990,138823.02519187922
2536,3,3,Suburb,1973,207700.82783052637
1960,3,3,Urban,1968,349475.90708671825
2400,2,1,Suburb,1976,290375.41089218325
1892,5,3,Rural,1995,311672.9774061783
1288,2,2,Suburb,1951,185086.796447544
2493,3,1,Urban,1981,277615.3423705497
1971,4,3,Suburb,1970,182145.9000691917
1102,2,3,Rural,1952,99674.11817804923
1803,4,3,Urban,1992,120360.07361523205
2172,3,1,Suburb,1964,170547.03797507926
2107,3,2,Rural,1970,241878.34944590277
2955,2,2,Suburb,1957,213920.0516431346
2049,4,1,Suburb,1991,173100.68790136097
2198,2,2,Urban,1952,199293.9199861658
2758,2,3,Urban,1961,287341.68964171835
2664,2,1,Suburb,1971,291997.29480176914
2445,3,2,Suburb,1978,248791.60196013591
2677,5,1,Suburb,2016,250906.08023862678
2369,4,3,Rural,1979,232695.9107847658
1301,5,2,Urban,1961,183302.57392331926
2321,5,2,Suburb,1987,195524.5031739056
2158,3,3,Urban,1985,317929.0437914224
2078,3,2,Suburb,1980,185732.49472215728
1055,3,2,Rural,2000,192096.9805896373
2014,2,2,Rural,1983,116653.97476339765
1373,3,3,Suburb,1988,156346.3872636814
2611,3,1,Rural,1963,320990.3623980931
1830,3,1,Suburb,1952,245239.06581949792
1919,3,2,Suburb,2014,174919.8355143278
2362,5,1,Urban,2002,276191.3792510726
1456,5,3,Urban,1953,210000.98047268984
2378,3,2,Urban,2017,223817.34163323388
1131,5,3,Suburb,1977,110833.47497392612
1492,3,2,Urban,1954,136171.93310615007
2577,4,2,Suburb,2016,261770.13511637817
2887,2,2,Urban,1986,401501.3724966848
1109,3,1,Suburb,2011,135336.77140579064
1581,5,2,Suburb,1959,209358.1516135734
1795,2,3,Suburb,2015,95322.72142644516
2149,5,2,Rural,2009,254012.87175257082
2883,4,1,Rural,1968,280058.60279989545
2319,4,2,Suburb,1969,281711.5493636931
2202,2,1,Suburb,2014,325182.82019098074
2948,4,1,Urban,1970,194706.80517750274
1809,3,2,Urban,1972,194055.96960006957
1885,4,1,Rural,1964,225601.73135631054
2220,5,2,Suburb,2014,188067.36435156
1772,3,1,Rural,1965,209957.19160595292
2124,5,2,Suburb,1969,210206.57661696273
1936,2,2,Rural,1967,154628.64893501336
1572,2,2,Suburb,1953,208906.2615289973
2206,2,2,Urban,2014,189266.9163890169
2947,5,2,Urban,1974,305349.7868404467
1808,5,3,Suburb,1952,261630.86791329514
1878,2,1,Suburb,1950,303400.9598632643
2032,5,2,Rural,1953,199925.03248225054
1412,2,3,Rural,1978,187440.91848221072
2741,2,2,Suburb,1992,346780.5885521925
2957,5,1,Urban,2020,288507.4040863351
1829,3,3,Suburb,1995,137550.12362893633
1565,2,3,Suburb,2020,180323.2260288899
2715,4,1,Urban,1958,321340.392643183
1103,3,2,Urban,1974,107310.8496164687
2149,3,3,Rural,1971,205059.93550003032
2569,3,3,Rural,1968,171487.22213765577
1676,3,3,Urban,1991,215417.6639606955
1944,2,1,Suburb,1959,281180.6103436068
2833,2,2,Urban,1965,238859.88486563132
1269,2,2,Urban,1982,80742.08443733343
1465,4,1,Suburb,1955,104313.99206584285
1800,2,2,Suburb,1965,163956.98050037283
2141,2,1,Urban,1960,255330.58871491725
2889,4,3,Suburb,1981,297655.98613018915
2115,2,3,Rural,1977,254562.59101341706
2635,5,3,Urban,2008,223980.6379527448
2004,5,1,Rural,2005,174384.83882219222
2508,2,1,Suburb,1973,224340.31016827718
2110,3,3,Rural,2007,218053.82873389724
1233,2,1,Rural,1951,120479.56980055422
1912,4,3,Rural,1991,235308.04016692552
2147,3,3,Urban,2001,230123.10544433066
2226,4,1,Urban,1999,277521.3029664508
2055,5,1,Suburb,1996,264178.88344476564
1356,4,3,Suburb,2001,127336.85669611162
2486,2,3,Rural,2004,232038.23467840953
1963,5,2,Urban,1998,198992.34911193486
2574,3,3,Rural,1964,331889.47931328195
1093,2,1,Urban,2004,127207.11337189224
2545,5,2,Urban,1966,280186.7086049712
2750,3,3,Suburb,1971,298621.9098717011
2431,5,3,Urban,1969,357725.0589030664
2123,3,3,Urban,2007,316425.1595362617
1243,3,1,Suburb,2004,140445.05987110958
1057,4,2,Suburb,1968,230881.2023470897
1964,2,3,Suburb,1961,241677.90981534924
2380,3,1,Suburb,1983,252507.31221160066
2514,3,2,Urban,2004,298379.85759721504
1319,4,3,Urban,1993,157274.75214701952
2042,3,2,Urban,1990,177881.7717311214
1356,3,3,Urban,1973,192023.27989663076
1116,5,2,Rural,1985,187291.37396312904
2159,2,1,Urban,1969,181733.96763031182
2862,4,3,Urban,1974,290583.30949989986
1295,4,1,Rural,2018,115305.90834632791
1524,3,2,Rural,2002,226514.63174418284
2124,3,3,Rural,1986,196267.15048896646
2403,4,3,Rural,1964,355321.39211464627
2178,3,1,Rural,1970,249749.42950284446
2617,3,3,Urban,2014,302705.9878734246
2623,5,3,Suburb,1986,306408.5820918684
2128,4,1,Urban,1979,204232.860348218
2665,3,2,Urban,2009,244511.15289636803
2807,2,1,Suburb,2017,235371.64016341534
2549,3,1,Urban,1985,207023.65208038717
2151,5,2,Urban,1994,275662.6071618888
1400,5,3,Suburb,1952,170045.73900162318
2595,4,3,Urban,1966,285852.8793438758
2989,5,2,Suburb,1983,306298.4782639872
1738,5,3,Urban,1961,178808.1735671646
1528,2,2,Rural,2018,156132.2342956949
1556,5,1,Suburb,1967,189415.87610947317
1549,3,3,Urban,1954,180204.98928305504
2147,5,3,Rural,1960,210366.39797036743
1359,2,2,Urban,2020,146652.29111038425
1063,4,2,Urban,1954,101384.96328345782
2912,2,1,Urban,2019,397902.26176276646
1764,3,2,Suburb,1983,243826.6622996252
1773,3,2,Rural,1960,274010.9292470399
2979,4,2,Rural,1987,293499.0146014254
1623,2,3,Urban,1966,164485.80632702942
1101,2,3,Suburb,1951,161849.58024423599
1560,4,3,Rural,1996,129201.73910426037
2300,4,3,Rural,1962,254546.3092468056
2250,4,3,Suburb,1989,347771.7565889738
2046,4,3,Rural,1998,292892.0462181236
1843,3,1,Urban,2020,190161.31815550316
2720,3,3,Urban,1966,305773.44953208667
2087,4,2,Suburb,1967,217673.73641201662
2180,5,3,Rural,1963,326342.92024358344
2818,4,2,Rural,1993,312591.4841394515
2413,5,2,Urban,2015,328927.51521374437
2172,5,1,Rural,1961,335570.6987396433
1838,2,2,Rural,2011,192215.9084635903
2386,5,2,Rural,1961,236800.64844232786
1680,5,1,Suburb,2010,178816.8814176755
2487,5,2,Suburb,1969,260356.7442393686
1644,3,1,Suburb,1988,218278.49678103888
1398,2,2,Rural,1970,29981.735818588684
1404,2,3,Rural,2005,204548.27607117785
1825,5,2,Rural,1964,294903.7405543574
2155,3,3,Suburb,1966,193887.02395785277
2220,4,1,Rural,1986,205393.755413423
1646,3,3,Rural,1954,110336.36556241591
1034,2,3,Urban,2000,78209.12085012124
1419,5,2,Urban,2016,247972.39714438308
1376,3,3,Urban,1958,109891.77655170366
2422,5,1,Rural,1960,277788.7983594632
1219,4,1,Urban,1984,83034.10779335603
2921,3,2,Suburb,1996,321445.2548807215
2911,4,2,Urban,1965,295221.4548965393
1696,4,1,Urban,2015,244706.58312272167
2540,2,1,Urban,1955,293639.5212157373
2606,2,2,Suburb,1970,318288.32702876
1341,5,2,Suburb,1951,158338.29677247326
1752,4,2,Urban,1999,156966.19219530455
2886,4,2,Suburb,1975,299724.93834538385
1415,2,2,Rural,1993,218373.17511271086
2479,4,1,Suburb,1982,225920.48508254148
2320,3,2,Urban,1962,227814.74535401465
1937,4,3,Suburb,1953,258597.9342256292
2354,4,1,Urban,1990,232565.50714453403
2728,2,3,Urban,1999,336237.32380849856
2006,2,2,Suburb,1950,243234.27293102798
1679,5,1,Rural,2001,203776.90942601487
2362,2,2,Rural,1988,305154.4109839229
1747,3,2,Suburb,2020,234314.1903840563
1805,4,2,Urban,2014,153329.53589502856
2321,5,1,Urban,1981,263131.6636029269
2783,4,1,Rural,1980,347186.64365115436
2700,2,3,Suburb,2007,232918.47055226198
1311,4,1,Suburb,1989,205867.15612950304
2606,4,2,Urban,2015,309702.6550562366
2766,3,3,Urban,1969,334412.03195657465
1054,4,1,Rural,2001,152853.80172290688
1693,3,3,Suburb,1974,250469.28896629918
1533,4,2,Urban,1981,105588.68968969301
2818,2,1,Rural,2002,304842.78205785196
1104,5,2,Urban,2008,137246.14498178306
2198,2,2,Suburb,1993,174826.5377560094
1293,5,3,Rural,1981,239577.90918428838
1879,4,3,Urban,1951,190071.11359087253
1550,2,3,Rural,1951,198446.03600323453
1910,3,3,Urban,1969,163850.28781843602
1374,2,3,Rural,2012,115555.24648976632
1449,3,1,Rural,2006,134581.70940783917
2468,4,3,Rural,1966,341245.92749214056
2083,4,1,Suburb,2012,219869.33868837083
2415,5,1,Suburb,1986,221134.26918007477
1811,2,2,Suburb,1961,189028.44594559804
2834,4,1,Rural,2020,289072.3924131595
1389,5,2,Suburb,2018,190401.52819438445
2235,5,2,Rural,2002,297713.19584843336
1666,4,3,Suburb,2008,123177.7754603233
2708,3,3,Rural,2010,267361.60015154415
2558,3,3,Urban,1981,260341.84296202534
2263,5,1,Suburb,1970,196583.81728373008
2511,4,3,Urban,1986,239289.90818307974
2744,2,2,Suburb,1992,327442.29982744897
2145,2,3,Urban,1960,255552.49696349772
2276,5,3,Suburb,2001,227970.62113768506
1140,2,2,Urban,1983,103362.61691005099
2475,4,1,Suburb,2005,329875.1995284143
2875,2,1,Rural,1969,346466.55873820593
1873,2,1,Suburb,1953,202327.97721343316
2855,4,2,Suburb,2005,283140.5167797767
2176,3,2,Rural,2003,293415.7285471453
2916,3,1,Urban,1968,299569.3386799849
2749,5,3,Suburb,1975,275563.91392282007
2331,4,2,Suburb,2011,210056.2148372077
2583,3,1,Rural,1954,216002.04363024997
2340,2,1,Urban,1990,197172.90814585326
2552,5,1,Rural,1987,299269.7083359337
2319,4,1,Urban,2020,272651.3495396152
1842,4,3,Urban,1973,308512.2059527447
2368,5,3,Urban,1982,331299.2707074602
2604,3,2,Suburb,2000,267195.0750994229
1596,5,2,Suburb,1994,159851.48661211017
2305,5,1,Suburb,2010,321841.5643161212
2231,4,3,Rural,1971,277196.06237426546
1951,4,2,Suburb,1978,269614.0149606349
1551,2,3,Rural,2003,152496.48653318986
2119,5,2,Urban,1979,185338.16739157698
2475,4,1,Rural,1985,249455.73075352298
2785,4,1,Urban,2000,361043.67038004793
1372,4,2,Rural,2005,235742.25169452676
1647,4,3,Urban,1995,217768.7065813825
2096,5,3,Suburb,1961,267229.28430442803
2836,5,1,Rural,1969,233167.6203440145
2808,3,1,Suburb,1975,311403.06737505
2704,5,3,Rural,1999,282385.7995668351
1332,4,3,Suburb,1974,133786.52867483237
1392,2,1,Urban,1971,161042.13033569392
2733,5,2,Urban,1985,314292.4364339884
2882,3,2,Rural,1957,291092.2408892301
2129,5,3,Suburb,1973,234004.0030283072
2124,4,3,Rural,1977,223778.4996389517
2382,3,2,Suburb,1980,265960.13045109384
2770,4,1,Urban,1986,369478.2860474522
2815,4,1,Rural,1991,373953.04654350854
2352,5,1,Suburb,1977,198088.92500169462
2912,5,2,Rural,1986,260770.04071933497
2641,3,1,Suburb,2014,269088.92142715363
1394,3,2,Suburb,1985,120518.90467108936
1034,3,2,Rural,1961,120972.45518201005
1156,3,3,Suburb,1976,116300.67726362559
1903,2,2,Rural,1960,227307.32278162715
2296,3,2,Suburb,2002,261989.3922083043
1966,5,3,Suburb,1967,166524.87027524575
1395,2,3,Urban,2003,149113.23829649496
2775,4,2,Urban,2008,279286.09248822357
1206,4,3,Rural,2015,107007.82605441204
2780,3,1,Suburb,1998,318236.6138773876
2628,4,1,Rural,2012,293460.33431388607
1620,2,2,Urban,1994,155361.69935460627
2329,5,3,Urban,2021,288261.19241320476
2649,5,3,Urban,1986,322281.7757949681
2559,2,1,Urban,1962,233042.93816270604
1804,3,2,Suburb,1995,335237.03680003353
1461,3,2,Urban,2017,205534.04576177537
1251,3,2,Urban,2019,118410.36240008702
2290,2,1,Urban,1980,273717.28647663654
1866,3,3,Urban,1957,164818.93656839454
1208,5,2,Urban,1969,137342.83038972013
1954,2,3,Suburb,1999,227697.0359070772
2590,2,1,Rural,1973,291067.4104248293
1538,4,2,Rural,1979,217797.51767289746
1834,4,3,Suburb,1959,65480.452063103905
1502,3,3,Rural,2020,120077.04088813305
1955,3,1,Urban,1987,257896.73610454382
1513,5,1,Urban,1994,170986.33779184445
1579,3,2,Suburb,1988,217354.37783267454
2937,5,1,Urban,1958,329163.29044363176
2171,3,3,Urban,2003,238200.89202057733
2854,5,2,Suburb,2008,286703.7444655627
2997,2,2,Suburb,1964,280552.6582150726
1839,5,1,Suburb,2006,262994.83846577146
2665,3,1,Suburb,1978,307081.59176433686
1985,4,2,Suburb,1960,222384.87119857754
1082,3,2,Urban,2019,113909.77708137248
2065,2,1,Urban,1975,214110.44580900518
1155,4,1,Rural,1957,82669.77301699325
2692,5,3,Rural,1962,258613.45900697168
1452,4,2,Suburb,2009,217030.45449972973
2642,3,3,Urban,1995,254616.75789562945
