productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
Cantaloupe,2001/7/8,$0.12 ,$2.00 ,$1.28 ,$1.76 ,$1.75 ,1314.58%
Potatoes,2001/7/8,$1.15 ,$3.44 ,$3.57 ,$2.69 ,$4.99 ,219.35%
Broccoli Crowns,2001/7/8,$0.30 ,$1.64 ,$1.69 ,$1.42 ,$1.84 ,449.17%
Peaches,2001/7/8,$0.16 ,$1.69 ,$1.59 ,$1.69 ,$1.37 ,890.63%
Broccoli Bunches,2001/7/8,$0.24 ,$1.31 ,$1.17 ,$1.02 ,$1.31 ,401.04%
Oranges,2001/7/8,$0.06 ,$0.39 ,$0.49 ,$0.54 ,$0.28 ,608.33%
Avocados,2001/7/8,$0.61 ,$0.99 ,$1.64 ,$1.32 ,$1.75 ,133.61%
Nectarines,2001/7/8,$0.18 ,$1.44 ,$1.51 ,$1.22 ,$1.44 ,679.17%
Iceberg Lettuce,2001/7/8,$0.18 ,$1.31 ,$1.17 ,$1.07 ,$1.42 ,590.28%
Green Leaf Lettuce,2001/7/8,$0.14 ,$1.19 ,$1.59 ,$0.93 ,$1.41 ,814.29%
Flame Grapes,2001/7/8,$0.66 ,$1.74 ,$1.69 ,$0.91 ,$1.92 ,137.12%
Tomatoes,2001/7/8,$0.27 ,$1.54 ,$2.09 ,$1.82 ,$2.49 ,635.19%
Celery,2001/7/8,$0.40 ,$1.61 ,$1.34 ,$1.12 ,$1.87 ,271.25%
Strawberries,2001/7/8,$1.05 ,$2.82 ,$2.06 ,$1.99 ,$2.25 ,117.14%
Cauliflower,2001/7/8,$0.18 ,$1.18 ,$1.09 ,$1.27 ,$1.15 ,551.39%
Romaine Lettuce,2001/7/8,$0.14 ,$1.16 ,$1.30 ,$0.99 ,$0.94 ,683.93%
Carrots,2001/7/8,$0.17 ,$0.74 ,$0.69 ,$0.47 ,$0.79 ,295.59%
Tomatoes,2001/7/1,$0.34 ,$1.99 ,$1.99 ,$1.87 ,$2.32 ,500.74%
Celery,2001/7/1,$0.35 ,$1.76 ,$1.59 ,$1.74 ,$1.99 ,405.71%
Strawberries,2001/7/1,$0.97 ,$2.75 ,$2.50 ,$2.04 ,$2.62 ,155.41%
Cauliflower,2001/7/1,$0.21 ,$1.15 ,$1.42 ,$1.69 ,$1.45 ,579.76%
Romaine Lettuce,2001/7/1,$0.14 ,$1.16 ,$1.21 ,$0.99 ,$0.99 ,676.79%
Carrots,2001/7/1,$0.17 ,$0.74 ,$0.82 ,$0.47 ,$0.82 ,319.12%
Red Leaf Lettuce,2001/7/1,$0.17 ,$1.24 ,$1.59 ,$1.07 ,$1.47 ,689.71%
Cantaloupe,2001/7/1,$0.14 ,$2.12 ,$1.40 ,$1.84 ,$1.69 ,1158.93%
Potatoes,2001/7/1,$0.98 ,$3.31 ,$3.57 ,$2.67 ,$3.99 ,245.41%
Broccoli Crowns,2001/7/1,$0.45 ,$1.56 ,$1.29 ,$1.39 ,$1.73 ,231.67%
Peaches,2001/7/1,$0.21 ,$1.26 ,$1.39 ,$1.92 ,$1.14 ,579.76%
Broccoli Bunches,2001/7/1,$0.35 ,$1.35 ,$1.29 ,$1.14 ,$1.45 ,273.57%
Oranges,2001/7/1,$0.07 ,$0.31 ,$0.49 ,$0.32 ,$0.39 ,439.29%
Avocados,2001/7/1,$0.56 ,$1.06 ,$1.26 ,$1.39 ,$1.75 ,143.75%
Nectarines,2001/7/1,$0.30 ,$1.66 ,$1.17 ,$1.64 ,$1.82 ,424.17%
Iceberg Lettuce,2001/7/1,$0.19 ,$1.16 ,$1.26 ,$1.02 ,$1.42 ,539.47%
Green Leaf Lettuce,2001/7/1,$0.16 ,$1.24 ,$1.59 ,$1.07 ,$1.47 ,739.06%
Flame Grapes,2001/7/1,$0.62 ,$1.79 ,$1.74 ,$2.49 ,$1.99 ,222.98%
Cantaloupe,2001/6/24,$0.18 ,$1.69 ,$1.77 ,$1.87 ,$1.64 ,868.06%
Broccoli Crowns,2001/6/24,$0.52 ,$1.56 ,$1.84 ,$1.37 ,$1.39 ,196.15%
Broccoli Bunches,2001/6/24,$0.37 ,$1.35 ,$1.39 ,$1.04 ,$1.25 ,239.86%
Avocados,2001/6/24,$0.53 ,$1.04 ,$1.55 ,$1.34 ,$1.55 ,158.49%
Nectarines,2001/6/24,$0.43 ,$1.56 ,$1.64 ,$1.82 ,$1.74 ,293.02%
Iceberg Lettuce,2001/6/24,$0.18 ,$1.29 ,$1.32 ,$1.14 ,$1.34 ,606.94%
Green Leaf Lettuce,2001/6/24,$0.15 ,$1.16 ,$1.34 ,$1.07 ,$1.57 ,756.67%
Flame Grapes,2001/6/24,$0.61 ,$1.74 ,$1.69 ,$2.24 ,$2.17 ,221.31%
Celery,2001/6/24,$0.49 ,$2.11 ,$1.52 ,$1.74 ,$2.12 ,282.14%
Tomatoes,2001/6/24,$0.34 ,$2.24 ,$2.09 ,$1.87 ,$2.49 ,538.97%
Cauliflower,2001/6/24,$0.34 ,$1.15 ,$1.34 ,$1.27 ,$1.27 ,269.85%
Strawberries,2001/6/24,$1.00 ,$2.49 ,$2.37 ,$2.09 ,$2.50 ,136.25%
Carrots,2001/6/24,$0.17 ,$0.74 ,$0.82 ,$0.47 ,$0.82 ,319.12%
Romaine Lettuce,2001/6/24,$0.14 ,$1.16 ,$1.21 ,$0.99 ,$0.99 ,676.79%
Red Leaf Lettuce,2001/6/24,$0.15 ,$1.16 ,$1.34 ,$1.07 ,$1.59 ,760.00%
Potatoes,2001/6/24,$0.80 ,$3.24 ,$3.57 ,$2.64 ,$0.00 ,195.31%
Peaches,2001/6/24,$0.27 ,$1.39 ,$1.41 ,$1.69 ,$1.39 ,444.44%
Romaine Lettuce,2001/6/17,$0.14 ,$1.16 ,$1.09 ,$1.07 ,$0.94 ,660.71%
Cantaloupe,2001/6/17,$0.18 ,$1.75 ,$1.62 ,$1.47 ,$1.99 ,848.61%
Red Leaf Lettuce,2001/6/17,$0.16 ,$1.16 ,$1.09 ,$1.07 ,$1.47 ,648.44%
Broccoli Crowns,2001/6/17,$0.41 ,$1.49 ,$1.84 ,$1.39 ,$1.49 ,278.66%
Potatoes,2001/6/17,$1.01 ,$3.24 ,$3.14 ,$2.64 ,$3.99 ,222.03%
Broccoli Bunches,2001/6/17,$0.31 ,$1.29 ,$1.27 ,$0.89 ,$1.41 ,291.94%
Peaches,2001/6/17,$0.36 ,$1.19 ,$1.69 ,$1.94 ,$1.34 ,327.78%
Avocados,2001/6/17,$0.56 ,$0.89 ,$1.69 ,$1.32 ,$1.50 ,141.07%
Nectarines,2001/6/17,$0.54 ,$2.06 ,$1.87 ,$1.56 ,$1.19 ,209.26%
Iceberg Lettuce,2001/6/17,$0.19 ,$1.29 ,$1.32 ,$1.07 ,$1.42 ,571.05%
Green Leaf Lettuce,2001/6/17,$0.15 ,$1.16 ,$1.09 ,$1.07 ,$1.59 ,718.33%
Flame Grapes,2001/6/17,$0.78 ,$2.06 ,$1.92 ,$1.99 ,$2.12 ,159.29%
Celery,2001/6/17,$0.99 ,$1.86 ,$1.47 ,$1.67 ,$1.99 ,76.52%
Tomatoes,2001/6/17,$0.33 ,$1.82 ,$2.21 ,$1.92 ,$2.37 ,530.30%
Cauliflower,2001/6/17,$0.41 ,$1.08 ,$1.32 ,$1.07 ,$1.27 ,189.02%
Strawberries,2001/6/17,$0.85 ,$2.74 ,$1.56 ,$2.12 ,$2.67 ,167.35%
Carrots,2001/6/17,$0.17 ,$0.71 ,$0.82 ,$0.46 ,$0.79 ,308.82%
Cauliflower,2001/6/11,$0.42 ,$1.03 ,$1.14 ,$1.22 ,$0.91 ,155.95%
Flame Grapes,2001/6/10,$1.01 ,$2.29 ,$1.42 ,$2.99 ,$2.87 ,136.88%
Celery,2001/6/10,$1.15 ,$1.69 ,$1.39 ,$1.47 ,$1.87 ,39.57%
Tomatoes,2001/6/10,$0.35 ,$2.24 ,$1.92 ,$2.49 ,$2.17 ,530.00%
Cauliflower,2001/6/10,$0.42 ,$1.03 ,$1.14 ,$1.22 ,$0.91 ,155.95%
Strawberries,2001/6/10,$0.84 ,$2.99 ,$2.46 ,$1.99 ,$2.55 ,197.32%
Carrots,2001/6/10,$0.17 ,$0.71 ,$0.82 ,$0.48 ,$0.79 ,311.76%
Romaine Lettuce,2001/6/10,$0.16 ,$1.16 ,$1.39 ,$1.07 ,$0.97 ,617.19%
Cantaloupe,2001/6/10,$0.15 ,$2.12 ,$1.72 ,$1.71 ,$1.75 ,1116.67%
Red Leaf Lettuce,2001/6/10,$0.16 ,$1.16 ,$1.49 ,$0.94 ,$1.64 ,717.19%
Broccoli Crowns,2001/6/10,$0.36 ,$1.49 ,$1.64 ,$1.29 ,$1.49 ,310.42%
Potatoes,2001/6/10,$0.88 ,$2.99 ,$3.47 ,$2.42 ,$3.66 ,256.25%
Broccoli Bunches,2001/6/10,$0.29 ,$1.35 ,$1.11 ,$0.92 ,$1.28 ,301.72%
Peaches,2001/6/10,$0.41 ,$1.31 ,$1.69 ,$1.69 ,$1.29 ,264.63%
Avocados,2001/6/10,$0.59 ,$0.86 ,$1.57 ,$1.27 ,$1.50 ,120.34%
Nectarines,2001/6/10,$0.58 ,$2.06 ,$1.69 ,$1.97 ,$1.99 ,232.33%
Iceberg Lettuce,2001/6/10,$0.26 ,$1.16 ,$1.27 ,$0.99 ,$1.42 ,365.38%
Green Leaf Lettuce,2001/6/10,$0.17 ,$1.16 ,$1.49 ,$0.94 ,$1.64 ,669.12%
Oranges,2001/6/3,$0.15 ,$0.42 ,$0.46 ,$0.63 ,$0.34 ,208.33%
Avocados,2001/6/3,$0.59 ,$0.89 ,$1.57 ,$1.29 ,$1.50 ,122.46%
Nectarines,2001/6/3,$0.62 ,$2.36 ,$1.64 ,$1.62 ,$1.89 ,202.82%
Iceberg Lettuce,2001/6/3,$0.23 ,$1.31 ,$1.17 ,$1.07 ,$1.42 ,440.22%
Green Leaf Lettuce,2001/6/3,$0.18 ,$1.13 ,$1.59 ,$1.02 ,$1.57 ,637.50%
Flame Grapes,2001/6/3,$1.01 ,$3.09 ,$2.16 ,$3.32 ,$2.49 ,173.76%
Tomatoes,2001/6/3,$0.32 ,$2.24 ,$1.87 ,$2.04 ,$2.04 ,539.84%
Celery,2001/6/3,$1.03 ,$1.69 ,$1.37 ,$1.39 ,$1.74 ,50.24%
Strawberries,2001/6/3,$1.01 ,$2.25 ,$2.25 ,$2.17 ,$2.49 ,126.73%
Cauliflower,2001/6/3,$0.29 ,$1.08 ,$1.09 ,$1.04 ,$1.06 ,268.10%
Romaine Lettuce,2001/6/3,$0.17 ,$1.13 ,$1.49 ,$1.07 ,$0.99 ,588.24%
Carrots,2001/6/3,$0.17 ,$0.71 ,$0.82 ,$0.45 ,$0.79 ,307.35%
Red Leaf Lettuce,2001/6/3,$0.18 ,$1.13 ,$1.64 ,$0.99 ,$1.74 ,663.89%
Cantaloupe,2001/6/3,$0.14 ,$2.12 ,$1.45 ,$1.63 ,$2.24 ,1228.57%
Potatoes,2001/6/3,$0.73 ,$3.24 ,$3.72 ,$2.42 ,$3.49 ,340.75%
Broccoli Crowns,2001/6/3,$0.27 ,$1.56 ,$1.84 ,$1.27 ,$1.47 ,468.52%
Peaches,2001/6/3,$0.48 ,$1.69 ,$1.36 ,$1.69 ,$1.49 ,224.48%
Broccoli Bunches,2001/6/3,$0.23 ,$1.31 ,$1.01 ,$0.97 ,$1.14 ,381.52%
Cauliflower,2001/5/27,$0.18 ,$1.00 ,$1.32 ,$0.92 ,$1.06 ,497.22%
Carrots,2001/5/27,$0.17 ,$0.71 ,$0.72 ,$0.49 ,$0.77 ,295.59%
Broccoli Crowns,2001/5/27,$0.26 ,$1.59 ,$0.82 ,$0.99 ,$1.49 ,370.19%
Tomatoes,2001/5/27,$0.38 ,$2.09 ,$1.79 ,$1.87 ,$2.22 ,424.34%
Broccoli Bunches,2001/5/27,$0.23 ,$1.25 ,$1.24 ,$0.97 ,$1.35 ,422.83%
Strawberries,2001/5/27,$0.90 ,$2.37 ,$2.43 ,$1.99 ,$1.99 ,143.89%
Avocados,2001/5/27,$0.58 ,$0.89 ,$1.66 ,$1.24 ,$1.50 ,128.02%
Romaine Lettuce,2001/5/27,$0.15 ,$1.31 ,$1.54 ,$1.14 ,$0.89 ,713.33%
Red Leaf Lettuce,2001/5/27,$0.16 ,$1.13 ,$1.59 ,$1.02 ,$1.57 ,729.69%
Potatoes,2001/5/27,$0.67 ,$3.24 ,$3.92 ,$2.29 ,$3.49 ,382.84%
Iceberg Lettuce,2001/5/27,$0.20 ,$1.31 ,$1.19 ,$1.07 ,$1.42 ,523.75%
Green Leaf Lettuce,2001/5/27,$0.16 ,$1.28 ,$1.64 ,$0.99 ,$1.74 ,782.81%
Celery,2001/5/27,$0.80 ,$1.69 ,$1.37 ,$1.32 ,$1.54 ,85.00%
Strawberries,2001/5/20,$0.80 ,$1.86 ,$2.08 ,$2.32 ,$1.60 ,145.63%
Avocados,2001/5/20,$0.56 ,$0.86 ,$1.50 ,$1.29 ,$1.50 ,129.91%
Romaine Lettuce,2001/5/20,$0.16 ,$0.99 ,$1.57 ,$1.14 ,$1.12 ,653.13%
Asparagus,2001/5/20,$0.87 ,$2.16 ,$2.86 ,$2.66 ,$2.37 ,188.79%
Red Leaf Lettuce,2001/5/20,$0.16 ,$0.99 ,$1.57 ,$1.07 ,$1.74 ,739.06%
Potatoes,2001/5/20,$0.46 ,$2.74 ,$3.92 ,$2.42 ,$3.56 ,586.96%
Iceberg Lettuce,2001/5/20,$0.20 ,$1.29 ,$1.37 ,$1.22 ,$1.44 ,565.00%
Green Leaf Lettuce,2001/5/20,$0.16 ,$0.97 ,$1.57 ,$1.14 ,$1.74 ,746.88%
Celery,2001/5/20,$0.71 ,$1.66 ,$1.29 ,$1.27 ,$1.44 ,99.30%
Cauliflower,2001/5/20,$0.19 ,$1.00 ,$1.22 ,$0.89 ,$1.06 ,448.68%
Carrots,2001/5/20,$0.17 ,$0.71 ,$0.82 ,$0.49 ,$0.77 ,310.29%
Broccoli Crowns,2001/5/20,$0.31 ,$1.59 ,$1.83 ,$1.29 ,$1.46 ,397.58%
Tomatoes,2001/5/20,$0.59 ,$1.49 ,$2.13 ,$1.94 ,$1.76 ,210.17%
Broccoli Bunches,2001/5/20,$0.26 ,$1.31 ,$1.22 ,$0.97 ,$1.28 ,359.62%
Celery,2001/5/13,$0.70 ,$1.69 ,$1.24 ,$1.14 ,$1.52 ,99.64%
Cauliflower,2001/5/13,$0.21 ,$1.08 ,$1.19 ,$1.02 ,$1.21 ,435.71%
Carrots,2001/5/13,$0.17 ,$0.71 ,$0.82 ,$0.52 ,$0.79 ,317.65%
Broccoli Crowns,2001/5/13,$0.34 ,$1.61 ,$1.64 ,$1.29 ,$1.49 ,343.38%
Broccoli Bunches,2001/5/13,$0.29 ,$1.33 ,$1.19 ,$0.97 ,$1.31 ,313.79%
Avocados,2001/5/13,$0.56 ,$0.89 ,$1.69 ,$1.37 ,$1.50 ,143.30%
Asparagus,2001/5/13,$0.84 ,$2.19 ,$2.37 ,$1.31 ,$1.92 ,131.85%
Potatoes,2001/5/13,$0.43 ,$2.99 ,$3.92 ,$2.42 ,$3.49 ,645.35%
Iceberg Lettuce,2001/5/13,$0.20 ,$1.39 ,$1.49 ,$1.14 ,$1.44 ,582.50%
Green Leaf Lettuce,2001/5/13,$0.17 ,$0.99 ,$1.32 ,$1.12 ,$1.57 ,635.29%
Tomatoes,2001/5/13,$0.50 ,$1.49 ,$2.66 ,$1.99 ,$1.76 ,295.00%
Strawberries,2001/5/13,$0.72 ,$2.37 ,$2.32 ,$1.74 ,$1.92 ,189.93%
Romaine Lettuce,2001/5/13,$0.17 ,$0.99 ,$1.32 ,$1.14 ,$1.12 ,572.06%
Red Leaf Lettuce,2001/5/13,$0.17 ,$0.99 ,$1.32 ,$1.12 ,$1.57 ,635.29%
Cauliflower,2001/5/6,$0.28 ,$1.08 ,$1.34 ,$1.22 ,$1.21 ,333.04%
Carrots,2001/5/6,$0.17 ,$0.71 ,$0.82 ,$0.49 ,$0.77 ,310.29%
Broccoli Crowns,2001/5/6,$0.39 ,$1.59 ,$1.84 ,$1.29 ,$1.47 ,296.79%
Tomatoes,2001/5/6,$0.42 ,$1.76 ,$2.16 ,$2.67 ,$2.37 ,433.33%
Broccoli Bunches,2001/5/6,$0.31 ,$1.37 ,$1.09 ,$0.97 ,$1.17 ,270.97%
Strawberries,2001/5/6,$0.77 ,$2.50 ,$1.69 ,$2.82 ,$2.04 ,193.83%
Avocados,2001/5/6,$0.55 ,$0.86 ,$1.56 ,$1.49 ,$1.50 ,145.91%
Romaine Lettuce,2001/5/6,$0.21 ,$1.04 ,$1.67 ,$1.27 ,$1.12 ,507.14%
Asparagus,2001/5/6,$0.70 ,$2.04 ,$1.96 ,$1.94 ,$2.24 ,192.14%
Red Leaf Lettuce,2001/5/6,$0.18 ,$1.04 ,$1.67 ,$1.24 ,$1.69 ,683.33%
Potatoes,2001/5/6,$0.46 ,$2.99 ,$3.92 ,$2.42 ,$3.49 ,596.74%
Iceberg Lettuce,2001/5/6,$0.34 ,$1.31 ,$1.44 ,$1.27 ,$1.37 ,296.32%
Green Leaf Lettuce,2001/5/6,$0.18 ,$1.04 ,$1.67 ,$1.24 ,$1.69 ,683.33%
Celery,2001/5/6,$0.64 ,$1.51 ,$1.24 ,$1.24 ,$1.27 ,105.47%
Tomatoes,2001/4/29,$0.29 ,$2.24 ,$2.24 ,$2.54 ,$2.34 ,706.90%
Broccoli Bunches,2001/4/29,$0.29 ,$1.37 ,$1.19 ,$0.84 ,$1.28 ,303.45%
Strawberries,2001/4/29,$0.76 ,$2.74 ,$1.93 ,$2.44 ,$2.37 ,211.84%
Avocados,2001/4/29,$0.55 ,$0.82 ,$1.47 ,$1.07 ,$1.25 ,109.55%
Romaine Lettuce,2001/4/29,$0.24 ,$0.89 ,$1.69 ,$1.27 ,$1.07 ,412.50%
Asparagus,2001/4/29,$0.74 ,$1.99 ,$2.24 ,$1.84 ,$2.37 ,185.14%
Red Leaf Lettuce,2001/4/29,$0.20 ,$1.09 ,$1.69 ,$1.24 ,$1.69 ,613.75%
Potatoes,2001/4/29,$0.46 ,$2.94 ,$3.84 ,$2.42 ,$3.49 ,589.67%
Iceberg Lettuce,2001/4/29,$0.64 ,$1.23 ,$1.37 ,$1.27 ,$1.27 ,100.78%
Green Leaf Lettuce,2001/4/29,$0.19 ,$1.09 ,$1.69 ,$1.24 ,$1.69 ,651.32%
Celery,2001/4/29,$0.58 ,$1.46 ,$1.22 ,$1.22 ,$1.34 ,125.86%
Cauliflower,2001/4/29,$0.36 ,$1.39 ,$1.44 ,$1.09 ,$1.27 ,260.42%
Carrots,2001/4/29,$0.17 ,$0.71 ,$0.77 ,$0.49 ,$0.74 ,298.53%
Broccoli Crowns,2001/4/29,$0.34 ,$1.46 ,$1.84 ,$1.29 ,$1.59 ,354.41%
Potatoes,2001/4/22,$0.59 ,$2.94 ,$1.25 ,$2.42 ,$3.24 ,317.37%
Iceberg Lettuce,2001/4/22,$0.53 ,$1.31 ,$1.34 ,$1.17 ,$1.06 ,130.19%
Green Leaf Lettuce,2001/4/22,$0.23 ,$1.04 ,$1.54 ,$1.17 ,$1.79 ,502.17%
Celery,2001/4/22,$0.69 ,$1.46 ,$0.99 ,$1.22 ,$1.34 ,81.52%
Cauliflower,2001/4/22,$0.33 ,$1.21 ,$1.54 ,$1.37 ,$1.51 ,326.52%
Carrots,2001/4/22,$0.17 ,$0.71 ,$0.77 ,$0.56 ,$0.74 ,308.82%
Broccoli Crowns,2001/4/22,$0.34 ,$1.56 ,$1.84 ,$1.39 ,$1.60 ,369.85%
Tomatoes,2001/4/22,$0.20 ,$2.16 ,$2.59 ,$2.79 ,$2.99 ,1216.25%
Broccoli Bunches,2001/4/22,$0.26 ,$1.35 ,$1.07 ,$0.87 ,$1.11 ,323.08%
Strawberries,2001/4/22,$0.80 ,$2.99 ,$2.68 ,$2.32 ,$2.12 ,215.94%
Avocados,2001/4/22,$0.60 ,$0.77 ,$1.37 ,$1.42 ,$1.37 ,105.42%
Romaine Lettuce,2001/4/22,$0.27 ,$1.04 ,$1.54 ,$1.04 ,$0.90 ,318.52%
Asparagus,2001/4/22,$0.82 ,$2.41 ,$1.74 ,$2.49 ,$2.37 ,174.70%
Red Leaf Lettuce,2001/4/22,$0.24 ,$1.04 ,$1.54 ,$1.17 ,$1.79 ,477.08%
Celery,2001/4/15,$0.64 ,$1.39 ,$1.19 ,$1.19 ,$1.36 ,100.39%
Cauliflower,2001/4/15,$0.71 ,$1.27 ,$1.32 ,$1.24 ,$1.09 ,73.24%
Carrots,2001/4/15,$0.17 ,$0.71 ,$0.77 ,$0.49 ,$0.74 ,298.53%
Broccoli Crowns,2001/4/15,$0.52 ,$1.64 ,$1.84 ,$1.37 ,$1.39 ,200.00%
Tomatoes,2001/4/15,$0.23 ,$2.24 ,$2.92 ,$2.79 ,$2.99 ,1089.13%
Broccoli Bunches,2001/4/15,$0.37 ,$1.33 ,$1.41 ,$0.87 ,$1.03 ,213.51%
Strawberries,2001/4/15,$1.09 ,$4.16 ,$3.33 ,$2.99 ,$3.07 ,210.78%
Avocados,2001/4/15,$0.65 ,$0.84 ,$1.72 ,$1.42 ,$1.50 ,110.77%
Romaine Lettuce,2001/4/15,$0.44 ,$0.97 ,$1.39 ,$1.14 ,$1.49 ,183.52%
Asparagus,2001/4/15,$1.03 ,$2.39 ,$2.99 ,$2.31 ,$2.12 ,138.11%
Red Leaf Lettuce,2001/4/15,$0.36 ,$0.97 ,$1.57 ,$1.02 ,$1.59 ,257.64%
Potatoes,2001/4/15,$0.60 ,$3.06 ,$3.67 ,$2.42 ,$3.24 ,416.25%
Iceberg Lettuce,2001/4/15,$0.48 ,$1.29 ,$1.22 ,$0.92 ,$1.39 ,151.04%
Green Leaf Lettuce,2001/4/15,$0.36 ,$0.97 ,$1.57 ,$1.02 ,$1.84 ,275.00%
Broccoli Crowns,2001/4/8,$0.46 ,$1.64 ,$1.84 ,$1.17 ,$1.39 ,228.26%
Tomatoes,2001/4/8,$0.29 ,$3.61 ,$2.92 ,$1.99 ,$2.24 ,827.59%
Broccoli Bunches,2001/4/8,$0.34 ,$1.07 ,$0.80 ,$0.92 ,$1.33 ,202.94%
Strawberries,2001/4/8,$1.97 ,$3.61 ,$2.99 ,$1.99 ,$2.24 ,37.44%
Avocados,2001/4/8,$0.64 ,$0.84 ,$1.50 ,$1.09 ,$1.50 ,92.58%
Romaine Lettuce,2001/4/8,$0.36 ,$1.02 ,$1.49 ,$1.07 ,$1.07 ,222.92%
Asparagus,2001/4/8,$1.13 ,$2.26 ,$1.59 ,$2.12 ,$1.42 ,63.50%
Red Leaf Lettuce,2001/4/8,$0.32 ,$1.02 ,$1.54 ,$1.07 ,$1.62 ,310.16%
Potatoes,2001/4/8,$0.60 ,$2.61 ,$2.56 ,$1.99 ,$3.32 ,336.67%
Iceberg Lettuce,2001/4/8,$0.33 ,$1.14 ,$1.39 ,$0.99 ,$1.39 ,271.97%
Green Leaf Lettuce,2001/4/8,$0.32 ,$1.02 ,$1.54 ,$1.07 ,$1.62 ,310.16%
Celery,2001/4/8,$0.47 ,$1.36 ,$1.17 ,$1.04 ,$1.12 ,149.47%
Cauliflower,2001/4/8,$0.62 ,$0.78 ,$0.80 ,$1.02 ,$1.09 ,48.79%
Carrots,2001/4/8,$0.17 ,$0.71 ,$0.77 ,$0.49 ,$0.74 ,298.53%
Red Leaf Lettuce,2001/4/1,$0.20 ,$1.04 ,$1.41 ,$0.99 ,$1.62 ,532.50%
Potatoes,2001/4/1,$0.60 ,$2.99 ,$3.84 ,$2.29 ,$3.84 ,440.00%
Iceberg Lettuce,2001/4/1,$0.28 ,$1.09 ,$1.01 ,$0.99 ,$1.27 ,289.29%
Green Leaf Lettuce,2001/4/1,$0.20 ,$1.04 ,$1.36 ,$0.99 ,$1.62 ,526.25%
Celery,2001/4/1,$0.31 ,$1.24 ,$1.22 ,$1.17 ,$1.32 ,299.19%
Cauliflower,2001/4/1,$0.27 ,$0.96 ,$1.24 ,$0.99 ,$0.91 ,279.63%
Carrots,2001/4/1,$0.17 ,$0.71 ,$0.77 ,$0.49 ,$0.74 ,298.53%
Broccoli Crowns,2001/4/1,$0.32 ,$1.49 ,$1.64 ,$1.27 ,$1.26 ,342.19%
Tomatoes,2001/4/1,$0.23 ,$0.99 ,$2.99 ,$2.79 ,$2.74 ,933.70%
Broccoli Bunches,2001/4/1,$0.23 ,$1.37 ,$1.29 ,$0.97 ,$1.01 ,404.35%
Strawberries,2001/4/1,$1.74 ,$3.12 ,$3.27 ,$2.87 ,$2.42 ,67.82%
Avocados,2001/4/1,$0.61 ,$0.77 ,$1.47 ,$1.32 ,$1.50 ,107.38%
Romaine Lettuce,2001/4/1,$0.21 ,$1.04 ,$1.41 ,$1.07 ,$1.19 ,460.71%
Asparagus,2001/4/1,$1.00 ,$1.86 ,$2.71 ,$1.64 ,$1.74 ,98.75%
Green Leaf Lettuce,2001/3/25,$0.17 ,$1.04 ,$1.36 ,$0.92 ,$1.62 ,626.47%
Celery,2001/3/25,$0.25 ,$1.41 ,$1.22 ,$1.17 ,$1.19 ,399.00%
Cauliflower,2001/3/25,$0.22 ,$0.90 ,$0.91 ,$1.09 ,$0.72 ,311.36%
Carrots,2001/3/25,$0.17 ,$0.71 ,$0.77 ,$0.42 ,$0.72 ,285.29%
Broccoli Crowns,2001/3/25,$0.29 ,$1.46 ,$1.84 ,$1.19 ,$1.16 ,387.07%
Broccoli Bunches,2001/3/25,$0.21 ,$1.47 ,$1.01 ,$0.87 ,$1.25 ,447.62%
Avocados,2001/3/25,$0.56 ,$0.89 ,$1.47 ,$1.44 ,$1.50 ,136.61%
Asparagus,2001/3/25,$0.78 ,$0.00 ,$1.79 ,$1.79 ,$0.00 ,14.74%
Iceberg Lettuce,2001/3/25,$0.19 ,$1.39 ,$1.26 ,$0.99 ,$1.34 ,555.26%
Tomatoes,2001/3/25,$0.47 ,$2.44 ,$2.74 ,$2.79 ,$1.94 ,427.13%
Strawberries,2001/3/25,$1.45 ,$2.49 ,$2.44 ,$2.07 ,$2.49 ,63.62%
Romaine Lettuce,2001/3/25,$0.16 ,$1.04 ,$1.36 ,$1.07 ,$1.07 ,609.38%
Red Leaf Lettuce,2001/3/25,$0.17 ,$1.04 ,$1.36 ,$0.92 ,$1.62 ,626.47%
Potatoes,2001/3/25,$0.60 ,$2.86 ,$3.34 ,$2.22 ,$3.24 ,385.83%
Carrots,2001/3/18,$0.17 ,$0.71 ,$0.77 ,$0.49 ,$0.74 ,298.53%
Broccoli Crowns,2001/3/18,$0.25 ,$1.64 ,$1.64 ,$1.37 ,$1.33 ,498.00%
Tomatoes,2001/3/18,$0.70 ,$1.81 ,$2.07 ,$2.17 ,$1.94 ,185.36%
Broccoli Bunches,2001/3/18,$0.21 ,$1.51 ,$1.09 ,$0.97 ,$1.35 ,485.71%
Strawberries,2001/3/18,$1.21 ,$2.99 ,$3.29 ,$3.74 ,$2.87 ,166.32%
Avocados,2001/3/18,$0.57 ,$0.74 ,$1.57 ,$1.36 ,$1.45 ,124.56%
Romaine Lettuce,2001/3/18,$0.16 ,$1.22 ,$1.42 ,$0.99 ,$1.19 ,653.13%
Red Leaf Lettuce,2001/3/18,$0.17 ,$1.22 ,$1.42 ,$0.84 ,$1.54 ,638.24%
Potatoes,2001/3/18,$0.64 ,$3.32 ,$2.84 ,$2.02 ,$3.32 ,349.22%
Iceberg Lettuce,2001/3/18,$0.17 ,$1.29 ,$1.31 ,$0.84 ,$1.42 ,614.71%
