Dataset Name,Column 1,Column 2,Pearson Correlation Coefficient,Spearman Correlation Coefficient,Kendall Correlation Coefficient,question,difficulty
Terrorist Attacks Dataset,Attack method: Assassination,Terrorist Death Type : Killed,"{""coefficient"": 0.82534, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.7587, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.70091, ""conclusion"": ""Strongly correlated""}",Is the relationship between Attack method: Assassination and Terrorist Death Type : Killed consistent?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Terrorist Death Type : Killed,"{""coefficient"": 0.82534, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.7587, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.70091, ""conclusion"": ""Strongly correlated""}",Do Attack method: Assassination and Terrorist Death Type : Killed show any linear correlation?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Terrorist Death Type : Killed,"{""coefficient"": 0.82534, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.7587, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.70091, ""conclusion"": ""Strongly correlated""}",Are Attack method: Assassination and Terrorist Death Type : Killed related in any way?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Bombing/Explosion,"{""coefficient"": 0.92325, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.72357, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.66189, ""conclusion"": ""Strongly correlated""}",Are Attack method: Armed Assault and Attack method: Bombing/Explosion related in any way?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Bombing/Explosion,"{""coefficient"": 0.92325, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.72357, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.66189, ""conclusion"": ""Strongly correlated""}",How consistent is the relationship between Attack method: Armed Assault and Attack method: Bombing/Explosion?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Bombing/Explosion,"{""coefficient"": 0.92325, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.72357, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.66189, ""conclusion"": ""Strongly correlated""}",How do changes in Attack method: Armed Assault correlate with changes in Attack method: Bombing/Explosion?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Bombing/Explosion,"{""coefficient"": 0.92325, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.72357, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.66189, ""conclusion"": ""Strongly correlated""}",How closely do Attack method: Armed Assault and Attack method: Bombing/Explosion follow a straight-line relationship?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Bombing/Explosion,"{""coefficient"": 0.92325, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.72357, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.66189, ""conclusion"": ""Strongly correlated""}",Is there a correlation between Attack method: Armed Assault and Attack method: Bombing/Explosion?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Suicide,"{""coefficient"": 0.77064, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.47319, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.44117, ""conclusion"": ""Not strongly correlated""}",How do changes in Attack method: Armed Assault correlate with changes in Terrorist Death Type : Suicide?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Suicide,"{""coefficient"": 0.77064, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.47319, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.44117, ""conclusion"": ""Not strongly correlated""}",Are movements in Attack method: Armed Assault reflected similarly in Terrorist Death Type : Suicide?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Suicide,"{""coefficient"": 0.77064, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.47319, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.44117, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between Attack method: Armed Assault and Terrorist Death Type : Suicide?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Suicide,"{""coefficient"": 0.77064, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.47319, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.44117, ""conclusion"": ""Not strongly correlated""}",Do changes in Attack method: Armed Assault relate to changes in Terrorist Death Type : Suicide?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Suicide,"{""coefficient"": 0.77064, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.47319, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.44117, ""conclusion"": ""Not strongly correlated""}",Are variations in Attack method: Armed Assault associated with variations in Terrorist Death Type : Suicide?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Killed,"{""coefficient"": 0.95059, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.84187, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.78379, ""conclusion"": ""Strongly correlated""}",How do changes in Attack method: Armed Assault correlate with changes in Terrorist Death Type : Killed?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Killed,"{""coefficient"": 0.95059, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.84187, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.78379, ""conclusion"": ""Strongly correlated""}",Are Attack method: Armed Assault and Terrorist Death Type : Killed correlated with each other in a linear manner?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Killed,"{""coefficient"": 0.95059, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.84187, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.78379, ""conclusion"": ""Strongly correlated""}",Do changes in Attack method: Armed Assault relate to changes in Terrorist Death Type : Killed?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Killed,"{""coefficient"": 0.95059, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.84187, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.78379, ""conclusion"": ""Strongly correlated""}",How consistent is the relationship between Attack method: Armed Assault and Terrorist Death Type : Killed?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Killed,"{""coefficient"": 0.95059, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.84187, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.78379, ""conclusion"": ""Strongly correlated""}",Is there a direct relationship between Attack method: Armed Assault and Terrorist Death Type : Killed?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Suicide,"{""coefficient"": 0.87238, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.46033, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.42426, ""conclusion"": ""Not strongly correlated""}",Are movements in Attack method: Bombing/Explosion reflected similarly in Terrorist Death Type : Suicide?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Suicide,"{""coefficient"": 0.87238, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.46033, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.42426, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between Attack method: Bombing/Explosion and Terrorist Death Type : Suicide?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Suicide,"{""coefficient"": 0.87238, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.46033, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.42426, ""conclusion"": ""Not strongly correlated""}",Is there a direct relationship between Attack method: Bombing/Explosion and Terrorist Death Type : Suicide?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Suicide,"{""coefficient"": 0.87238, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.46033, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.42426, ""conclusion"": ""Not strongly correlated""}",Do Attack method: Bombing/Explosion and Terrorist Death Type : Suicide show any linear correlation?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Suicide,"{""coefficient"": 0.87238, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.46033, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.42426, ""conclusion"": ""Not strongly correlated""}",Are Attack method: Bombing/Explosion and Terrorist Death Type : Suicide correlated with each other in a linear manner?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Killed,"{""coefficient"": 0.90562, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.76358, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6903, ""conclusion"": ""Strongly correlated""}",Do changes in Attack method: Bombing/Explosion relate to changes in Terrorist Death Type : Killed?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Killed,"{""coefficient"": 0.90562, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.76358, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6903, ""conclusion"": ""Strongly correlated""}",Is there a direct relationship between Attack method: Bombing/Explosion and Terrorist Death Type : Killed?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Killed,"{""coefficient"": 0.90562, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.76358, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6903, ""conclusion"": ""Strongly correlated""}",Are Attack method: Bombing/Explosion and Terrorist Death Type : Killed correlated with each other in a linear manner?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Killed,"{""coefficient"": 0.90562, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.76358, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6903, ""conclusion"": ""Strongly correlated""}",How consistent is the relationship between Attack method: Bombing/Explosion and Terrorist Death Type : Killed?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Killed,"{""coefficient"": 0.90562, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.76358, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6903, ""conclusion"": ""Strongly correlated""}",How closely do Attack method: Bombing/Explosion and Terrorist Death Type : Killed follow a straight-line relationship?,easy
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Terrorist Death Type : Killed,"{""coefficient"": 0.7988, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.44568, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.4101, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between Terrorist Death Type : Suicide and Terrorist Death Type : Killed?,easy
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Terrorist Death Type : Killed,"{""coefficient"": 0.7988, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.44568, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.4101, ""conclusion"": ""Not strongly correlated""}",How do changes in Terrorist Death Type : Suicide correlate with changes in Terrorist Death Type : Killed?,easy
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Terrorist Death Type : Killed,"{""coefficient"": 0.7988, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.44568, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.4101, ""conclusion"": ""Not strongly correlated""}",Is the connection between Terrorist Death Type : Suicide and Terrorist Death Type : Killed strong?,easy
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Terrorist Death Type : Killed,"{""coefficient"": 0.7988, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.44568, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.4101, ""conclusion"": ""Not strongly correlated""}",Do changes in Terrorist Death Type : Suicide relate to changes in Terrorist Death Type : Killed?,easy
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Terrorist Death Type : Killed,"{""coefficient"": 0.7988, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.44568, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.4101, ""conclusion"": ""Not strongly correlated""}",Do patterns observed in Terrorist Death Type : Suicide similarly appear in Terrorist Death Type : Killed?,easy
University Rank Dataset,Research Quality Score,International Outlook,"{""coefficient"": 0.55906, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.55991, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.39094, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between Research Quality Score and International Outlook?,easy
University Rank Dataset,Research Quality Score,International Outlook,"{""coefficient"": 0.55906, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.55991, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.39094, ""conclusion"": ""Not strongly correlated""}",How closely do Research Quality Score and International Outlook follow a straight-line relationship?,easy
University Rank Dataset,Research Quality Score,International Outlook,"{""coefficient"": 0.55906, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.55991, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.39094, ""conclusion"": ""Not strongly correlated""}",Do Research Quality Score and International Outlook show any linear correlation?,easy
