Dataset Name,Column,Method,Results,question,difficulty
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Kurtosis,"{""conclusion"": ""376.88255""}",What is the level of kurtosis in Attack method: Unarmed Assault?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Mean,"{""conclusion"": ""4.48008""}",What does the mean of Attack method: Facility/Infrastructure Attack indicate?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Mean,"{""conclusion"": ""4.48008""}",Can you calculate the mean for Attack method: Facility/Infrastructure Attack?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Median,"{""conclusion"": ""0.0""}",Can you calculate the median of Attack method: Facility/Infrastructure Attack?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Median,"{""conclusion"": ""0.0""}",What number represents the median of Attack method: Facility/Infrastructure Attack?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Range,"{""conclusion"": ""776.0""}",What is the difference between the maximum and minimum values in Attack method: Facility/Infrastructure Attack?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Range,"{""conclusion"": ""776.0""}",Could you find the full spread of Attack method: Facility/Infrastructure Attack?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.0, 'Q3': 0.0, 'Max': 776.0}\""""}",What's the quartile distribution for the data in Attack method: Facility/Infrastructure Attack?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.0, 'Q3': 0.0, 'Max': 776.0}\""""}",How are the data in Attack method: Facility/Infrastructure Attack distributed across quartiles?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Standard Deviation,"{""conclusion"": ""27.95236""}",What is the measure of standard variability for Attack method: Facility/Infrastructure Attack?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Standard Deviation,"{""conclusion"": ""27.95236""}",Could you find the standard deviation value of Attack method: Facility/Infrastructure Attack?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Skewness,"{""conclusion"": ""15.02607""}",Can you calculate the skew of Attack method: Facility/Infrastructure Attack?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Skewness,"{""conclusion"": ""15.02607""}",Is Attack method: Facility/Infrastructure Attack positively or negatively skewed?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Kurtosis,"{""conclusion"": ""305.41991""}",Does Attack method: Facility/Infrastructure Attack have a high or low kurtosis?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Kurtosis,"{""conclusion"": ""305.41991""}",Can you calculate the kurtosis for Attack method: Facility/Infrastructure Attack?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Mean,"{""conclusion"": ""5.23647""}",Could you determine the average amount in Attack method: Hostage Taking (Kidnapping)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Mean,"{""conclusion"": ""5.23647""}",Can you calculate the mean for Attack method: Hostage Taking (Kidnapping)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Median,"{""conclusion"": ""0.0""}",What number represents the median of Attack method: Hostage Taking (Kidnapping)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Median,"{""conclusion"": ""0.0""}",What falls in the middle of Attack method: Hostage Taking (Kidnapping)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Range,"{""conclusion"": ""1409.0""}",What's the extent of variation in Attack method: Hostage Taking (Kidnapping)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Range,"{""conclusion"": ""1409.0""}",Can you calculate the total span of Attack method: Hostage Taking (Kidnapping)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.0, 'Q3': 0.0, 'Max': 1409.0}\""""}",How are the data in Attack method: Hostage Taking (Kidnapping) distributed across quartiles?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.0, 'Q3': 0.0, 'Max': 1409.0}\""""}",Can you calculate the quartiles for Attack method: Hostage Taking (Kidnapping)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Standard Deviation,"{""conclusion"": ""41.87282""}",What is the measure of standard variability for Attack method: Hostage Taking (Kidnapping)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Standard Deviation,"{""conclusion"": ""41.87282""}",What's the level of spread in Attack method: Hostage Taking (Kidnapping) as indicated by its standard deviation?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Skewness,"{""conclusion"": ""17.64869""}",What is the skewness value for Attack method: Hostage Taking (Kidnapping)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Skewness,"{""conclusion"": ""17.64869""}",How skewed is the distribution of Attack method: Hostage Taking (Kidnapping)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Kurtosis,"{""conclusion"": ""409.4861""}",How peaked is the distribution of Attack method: Hostage Taking (Kidnapping)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Kurtosis,"{""conclusion"": ""409.4861""}",What is the level of kurtosis in Attack method: Hostage Taking (Kidnapping)?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Mean,"{""conclusion"": ""7.74565""}",Could you determine the average amount in Attack method: Assassination?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Mean,"{""conclusion"": ""7.74565""}",Can you tell me the average number in Attack method: Assassination?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Median,"{""conclusion"": ""0.0""}",What number represents the median of Attack method: Assassination?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Median,"{""conclusion"": ""0.0""}",How do I find the median for Attack method: Assassination?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Range,"{""conclusion"": ""1007.0""}",How broad is the scope of Attack method: Assassination values?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Range,"{""conclusion"": ""1007.0""}",Could you tell me the distance from the smallest to the largest value in Attack method: Assassination?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.0, 'Q3': 0.0, 'Max': 1007.0}\""""}",How do the values in Attack method: Assassination spread in terms of quartiles?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.0, 'Q3': 0.0, 'Max': 1007.0}\""""}",Can you calculate the quartiles for Attack method: Assassination?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Standard Deviation,"{""conclusion"": ""45.59649""}",Can you determine the dispersion in Attack method: Assassination using standard deviation?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Standard Deviation,"{""conclusion"": ""45.59649""}",What is the measure of standard variability for Attack method: Assassination?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Skewness,"{""conclusion"": ""11.78636""}",What is the degree of asymmetry in Attack method: Assassination?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Skewness,"{""conclusion"": ""11.78636""}",Is Attack method: Assassination positively or negatively skewed?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Kurtosis,"{""conclusion"": ""177.88271""}",Could you determine the extent of peaked for Attack method: Assassination?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Kurtosis,"{""conclusion"": ""177.88271""}",How peaked is the distribution of Attack method: Assassination?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Mean,"{""conclusion"": ""17.84302""}",How much is the average figure for Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Mean,"{""conclusion"": ""17.84302""}",Can you calculate the mean for Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Median,"{""conclusion"": ""0.0""}",Could you determine the median figure of Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Median,"{""conclusion"": ""0.0""}",Can you calculate the median of Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Range,"{""conclusion"": ""4037.0""}",What is the difference between the maximum and minimum values in Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Range,"{""conclusion"": ""4037.0""}",What is the scale of variation for Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.0, 'Q3': 1.0, 'Max': 4037.0}\""""}",Could you show the quartile segmentation of Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.0, 'Q3': 1.0, 'Max': 4037.0}\""""}",Can you determine the quartile breakdown for Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Standard Deviation,"{""conclusion"": ""120.52192""}",What is the measure of standard variability for Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Standard Deviation,"{""conclusion"": ""120.52192""}",Could you provide the standard deviation for the dataset in Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Skewness,"{""conclusion"": ""15.60293""}",Can you determine the skewness level for Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Skewness,"{""conclusion"": ""15.60293""}",Is Attack method: Armed Assault positively or negatively skewed?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Kurtosis,"{""conclusion"": ""333.14376""}",Is there significant kurtosis present in the data for Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Kurtosis,"{""conclusion"": ""333.14376""}",What is the degree of peaked for Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Mean,"{""conclusion"": ""36.19825""}",What's the mean value of Attack method: Bombing/Explosion?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Mean,"{""conclusion"": ""36.19825""}",What does the mean of Attack method: Bombing/Explosion indicate?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Median,"{""conclusion"": ""0.0""}",Can you tell me the median value in Attack method: Bombing/Explosion?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Median,"{""conclusion"": ""0.0""}",What number represents the median of Attack method: Bombing/Explosion?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Range,"{""conclusion"": ""8739.0""}",What's the interval between the highest and lowest points of Attack method: Bombing/Explosion?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Range,"{""conclusion"": ""8739.0""}",What is the difference between the maximum and minimum values in Attack method: Bombing/Explosion?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.0, 'Q3': 2.0, 'Max': 8739.0}\""""}",Can you determine the quartile breakdown for Attack method: Bombing/Explosion?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.0, 'Q3': 2.0, 'Max': 8739.0}\""""}",How are the data in Attack method: Bombing/Explosion distributed across quartiles?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Standard Deviation,"{""conclusion"": ""276.70704""}",Could you find the standard deviation value of Attack method: Bombing/Explosion?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Standard Deviation,"{""conclusion"": ""276.70704""}","How do the numbers in Attack method: Bombing/Explosion vary, as shown by the standard deviation?",easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Skewness,"{""conclusion"": ""17.40408""}",What is the skewness value for Attack method: Bombing/Explosion?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Skewness,"{""conclusion"": ""17.40408""}",Can you calculate the skew of Attack method: Bombing/Explosion?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Kurtosis,"{""conclusion"": ""383.9031""}",Does Attack method: Bombing/Explosion have a high or low kurtosis?,easy
