Dataset Name,Column,Distribution,Kolmogorov-Smirnov Test,question,difficulty
Terrorist Attacks Dataset,Death Age: 51-99 ,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Uniform distribution of the Death Age: 51-99  data?,easy
Terrorist Attacks Dataset,Death Age: 51-99 ,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Death Age: 51-99  conform to a Uniform distribution?,easy
Terrorist Attacks Dataset,Death Age: 51-99 ,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for Death Age: 51-99  data to have been drawn from a Uniform distribution?,easy
Terrorist Attacks Dataset,Death Age : 21-50 ,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Death Age : 21-50  conform to a Uniform distribution?,easy
Terrorist Attacks Dataset,Death Age : 21-50 ,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Uniform distribution serve as an accurate representation for Death Age : 21-50  data?,easy
Terrorist Attacks Dataset,Death Age : 21-50 ,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider Death Age : 21-50  to exhibit a Uniform distribution?",easy
Terrorist Attacks Dataset,Death Age : 11-20 ,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Uniform distribution that Death Age : 11-20  data follows?,easy
Terrorist Attacks Dataset,Death Age : 11-20 ,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Death Age : 11-20  reflect the properties of a Uniform distribution?,easy
Terrorist Attacks Dataset,Death Age : 11-20 ,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Death Age : 11-20  comply with the Uniform model?,easy
Terrorist Attacks Dataset,Death Age : 6-10 ,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Death Age : 6-10  exhibit a Uniform distribution?,easy
Terrorist Attacks Dataset,Death Age : 6-10 ,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Uniform distribution a suitable representation for the data in Death Age : 6-10 ?,easy
Terrorist Attacks Dataset,Death Age : 6-10 ,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Death Age : 6-10  conform to a Uniform distribution?,easy
Terrorist Attacks Dataset,Death Age :  1-5,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Uniform distribution a suitable representation for the data in Death Age :  1-5?,easy
Terrorist Attacks Dataset,Death Age :  1-5,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Death Age :  1-5 demonstrating as Uniform distribution?Is the Uniform distribution a good fit for Death Age :  1-5 data?,easy
Terrorist Attacks Dataset,Death Age :  1-5,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Death Age :  1-5 reflect the properties of a Uniform distribution?,easy
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of Terrorist Death Type : Suicide is subject to Uniform distribution?,easy
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that Terrorist Death Type : Suicide data presents a Uniform distribution?,easy
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Uniform distribution hypothesis for Terrorist Death Type : Suicide?,easy
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Terrorist Death Type : Killed consistent with a Uniform distribution?,easy
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Terrorist Death Type : Killed comply with the Uniform model?,easy
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Terrorist Death Type : Killed by a Uniform distribution?,easy
Terrorist Attacks Dataset,Terrorist attacks,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Terrorist attacks resemble a Gamma distribution?,easy
Terrorist Attacks Dataset,Terrorist attacks,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Terrorist attacks by a Gamma distribution?,easy
Terrorist Attacks Dataset,Terrorist attacks,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that Terrorist attacks data presents a Gamma distribution?,easy
Terrorist Attacks Dataset,Terrorism deaths,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Terrorism deaths demonstrating as Gamma distribution?Is the Gamma distribution a good fit for Terrorism deaths data?,easy
Terrorist Attacks Dataset,Terrorism deaths,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Gamma distribution hypothesis for Terrorism deaths?,easy
Terrorist Attacks Dataset,Terrorism deaths,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Terrorism deaths similar to a Gamma distribution?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Attack method: Hijacking exhibit a Gamma distribution?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Attack method: Hijacking resemble a Gamma distribution?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Attack method: Hijacking by a Gamma distribution?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Attack method: Hostage Taking (Barricade Incident) consistent with a Gamma distribution?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Gamma distribution of the Attack method: Hostage Taking (Barricade Incident) data?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for Attack method: Hostage Taking (Barricade Incident) data to have been drawn from a Gamma distribution?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Gamma distribution serve as an accurate representation for Attack method: Unarmed Assault data?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that Attack method: Unarmed Assault data presents a Gamma distribution?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Attack method: Unarmed Assault exhibit a Gamma distribution?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Attack method: Facility/Infrastructure Attack conform to a Gamma distribution?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Gamma distribution hypothesis for Attack method: Facility/Infrastructure Attack?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Gamma distribution of the Attack method: Facility/Infrastructure Attack data?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Attack method: Hostage Taking (Kidnapping) similar to a Gamma distribution?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Gamma distribution a suitable representation for the data in Attack method: Hostage Taking (Kidnapping)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Attack method: Hostage Taking (Kidnapping) reflect the properties of a Gamma distribution?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Attack method: Assassination conform to a Gamma distribution?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Attack method: Assassination similar to a Gamma distribution?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Gamma distribution hypothesis for Attack method: Assassination?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that Attack method: Armed Assault data presents a Gamma distribution?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Attack method: Armed Assault exhibit a Gamma distribution?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider Attack method: Armed Assault to exhibit a Gamma distribution?",easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Attack method: Bombing/Explosion reflect the properties of a Gamma distribution?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Gamma distribution serve as an accurate representation for Attack method: Bombing/Explosion data?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Attack method: Bombing/Explosion exhibit a Gamma distribution?,easy
Terrorist Attacks Dataset,Death Age 100+,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Death Age 100+ comply with the Gamma model?,easy
Terrorist Attacks Dataset,Death Age 100+,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Gamma distribution serve as an accurate representation for Death Age 100+ data?,easy
Terrorist Attacks Dataset,Death Age 100+,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Gamma distribution a suitable representation for the data in Death Age 100+?,easy
Terrorist Attacks Dataset,Death Age: 51-99 ,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Death Age: 51-99  conform to a Gamma distribution?,easy
Terrorist Attacks Dataset,Death Age: 51-99 ,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Death Age: 51-99  reflect the properties of a Gamma distribution?,easy
Terrorist Attacks Dataset,Death Age: 51-99 ,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Gamma distribution that Death Age: 51-99  data follows?,easy
Terrorist Attacks Dataset,Death Age : 21-50 ,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Death Age : 21-50  exhibit a Gamma distribution?,easy
Terrorist Attacks Dataset,Death Age : 21-50 ,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Gamma distribution of the Death Age : 21-50  data?,easy
Terrorist Attacks Dataset,Death Age : 21-50 ,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Death Age : 21-50  reflect the properties of a Gamma distribution?,easy
Terrorist Attacks Dataset,Death Age : 11-20 ,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Death Age : 11-20  comply with the Gamma model?,easy
Terrorist Attacks Dataset,Death Age : 11-20 ,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Gamma distribution a suitable representation for the data in Death Age : 11-20 ?,easy
Terrorist Attacks Dataset,Death Age : 11-20 ,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Death Age : 11-20  consistent with a Gamma distribution?,easy
Terrorist Attacks Dataset,Death Age : 6-10 ,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Gamma distribution of the Death Age : 6-10  data?,easy
