Dataset Name,Column 1,Column 2,Pearson Correlation Coefficient,Spearman Correlation Coefficient,Kendall Correlation Coefficient,question,difficulty
Used Car Dataset,max_power(bhp),torque(Nm),"{""coefficient"": -0.00944, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08991, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10284, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between max_power(bhp) and torque(Nm)?,easy
Used Car Dataset,max_power(bhp),torque(Nm),"{""coefficient"": -0.00944, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08991, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10284, ""conclusion"": ""Not strongly correlated""}",How do changes in max_power(bhp) correlate with changes in torque(Nm)?,easy
Used Car Dataset,torque(Nm),price(in lakhs),"{""coefficient"": -0.00647, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.21989, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18232, ""conclusion"": ""Not strongly correlated""}",Is the relationship between torque(Nm) and price(in lakhs) consistent?,easy
Used Car Dataset,torque(Nm),price(in lakhs),"{""coefficient"": -0.00647, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.21989, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18232, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between torque(Nm) and price(in lakhs) over time?,easy
Used Car Dataset,torque(Nm),price(in lakhs),"{""coefficient"": -0.00647, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.21989, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18232, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between torque(Nm) and price(in lakhs)?,easy
Used Car Dataset,torque(Nm),price(in lakhs),"{""coefficient"": -0.00647, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.21989, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18232, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between torque(Nm) and price(in lakhs)?,easy
Used Car Dataset,torque(Nm),price(in lakhs),"{""coefficient"": -0.00647, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.21989, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18232, ""conclusion"": ""Not strongly correlated""}",Are movements in torque(Nm) reflected similarly in price(in lakhs)?,easy
Video Games Sales Dataset,Rank,Japan,"{""coefficient"": -0.35885, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.38554, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.28191, ""conclusion"": ""Not strongly correlated""}",Are movements in Rank reflected similarly in Japan?,easy
Video Games Sales Dataset,Rank,Japan,"{""coefficient"": -0.35885, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.38554, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.28191, ""conclusion"": ""Not strongly correlated""}",How does the direction of change in Rank relate to Japan?,easy
Video Games Sales Dataset,Rank,Japan,"{""coefficient"": -0.35885, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.38554, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.28191, ""conclusion"": ""Not strongly correlated""}",Are variations in Rank associated with variations in Japan?,easy
Video Games Sales Dataset,Rank,Japan,"{""coefficient"": -0.35885, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.38554, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.28191, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between Rank and Japan?,easy
Video Games Sales Dataset,Rank,Japan,"{""coefficient"": -0.35885, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.38554, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.28191, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between Rank and Japan over time?,easy
Video Games Sales Dataset,Rank,Review,"{""coefficient"": -0.29289, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.33061, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.22508, ""conclusion"": ""Not strongly correlated""}",Are Rank and Review related in any way?,easy
Video Games Sales Dataset,Rank,Review,"{""coefficient"": -0.29289, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.33061, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.22508, ""conclusion"": ""Not strongly correlated""}",Are movements in Rank reflected similarly in Review?,easy
Video Games Sales Dataset,Rank,Review,"{""coefficient"": -0.29289, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.33061, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.22508, ""conclusion"": ""Not strongly correlated""}",How does the direction of change in Rank relate to Review?,easy
Video Games Sales Dataset,Rank,Review,"{""coefficient"": -0.29289, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.33061, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.22508, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between Rank and Review over time?,easy
Video Games Sales Dataset,Rank,Review,"{""coefficient"": -0.29289, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.33061, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.22508, ""conclusion"": ""Not strongly correlated""}",How closely do Rank and Review follow a straight-line relationship?,easy
Video Games Sales Dataset,North America,Japan,"{""coefficient"": 0.41674, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03949, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.0285, ""conclusion"": ""Not strongly correlated""}",Do patterns observed in North America similarly appear in Japan?,easy
Video Games Sales Dataset,North America,Japan,"{""coefficient"": 0.41674, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03949, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.0285, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between North America and Japan over time?,easy
Video Games Sales Dataset,North America,Japan,"{""coefficient"": 0.41674, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03949, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.0285, ""conclusion"": ""Not strongly correlated""}",How closely do North America and Japan follow a straight-line relationship?,easy
Video Games Sales Dataset,North America,Japan,"{""coefficient"": 0.41674, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03949, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.0285, ""conclusion"": ""Not strongly correlated""}",Do North America and Japan show any linear correlation?,easy
Video Games Sales Dataset,North America,Japan,"{""coefficient"": 0.41674, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03949, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.0285, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between North America and Japan?,easy
Video Games Sales Dataset,North America,Review,"{""coefficient"": 0.17568, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.27776, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18823, ""conclusion"": ""Not strongly correlated""}",Is there a direct relationship between North America and Review?,easy
Video Games Sales Dataset,North America,Review,"{""coefficient"": 0.17568, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.27776, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18823, ""conclusion"": ""Not strongly correlated""}",Are North America and Review correlated with each other in a linear manner?,easy
Video Games Sales Dataset,North America,Review,"{""coefficient"": 0.17568, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.27776, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18823, ""conclusion"": ""Not strongly correlated""}",Are North America and Review related in any way?,easy
Video Games Sales Dataset,North America,Review,"{""coefficient"": 0.17568, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.27776, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18823, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between North America and Review?,easy
Video Games Sales Dataset,North America,Review,"{""coefficient"": 0.17568, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.27776, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18823, ""conclusion"": ""Not strongly correlated""}",Do North America and Review show any linear correlation?,easy
Video Games Sales Dataset,Europe,Japan,"{""coefficient"": 0.40229, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08746, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06633, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between Europe and Japan?,easy
Video Games Sales Dataset,Europe,Japan,"{""coefficient"": 0.40229, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08746, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06633, ""conclusion"": ""Not strongly correlated""}",Do patterns observed in Europe similarly appear in Japan?,easy
Video Games Sales Dataset,Europe,Japan,"{""coefficient"": 0.40229, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08746, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06633, ""conclusion"": ""Not strongly correlated""}",Is there a direct relationship between Europe and Japan?,easy
Video Games Sales Dataset,Europe,Japan,"{""coefficient"": 0.40229, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08746, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06633, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between Europe and Japan?,easy
Video Games Sales Dataset,Europe,Japan,"{""coefficient"": 0.40229, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08746, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06633, ""conclusion"": ""Not strongly correlated""}",Are variations in Europe associated with variations in Japan?,easy
Video Games Sales Dataset,Europe,Review,"{""coefficient"": 0.12974, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18022, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.12188, ""conclusion"": ""Not strongly correlated""}",Is the relationship between Europe and Review consistent?,easy
Video Games Sales Dataset,Europe,Review,"{""coefficient"": 0.12974, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18022, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.12188, ""conclusion"": ""Not strongly correlated""}",Do patterns observed in Europe similarly appear in Review?,easy
Video Games Sales Dataset,Europe,Review,"{""coefficient"": 0.12974, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18022, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.12188, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between Europe and Review?,easy
Video Games Sales Dataset,Europe,Review,"{""coefficient"": 0.12974, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18022, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.12188, ""conclusion"": ""Not strongly correlated""}",Are movements in Europe reflected similarly in Review?,easy
Video Games Sales Dataset,Europe,Review,"{""coefficient"": 0.12974, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18022, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.12188, ""conclusion"": ""Not strongly correlated""}",Is the connection between Europe and Review strong?,easy
Video Games Sales Dataset,Japan,Rest of World,"{""coefficient"": 0.30878, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02372, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02411, ""conclusion"": ""Not strongly correlated""}",How closely do Japan and Rest of World follow a straight-line relationship?,easy
Video Games Sales Dataset,Japan,Rest of World,"{""coefficient"": 0.30878, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02372, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02411, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between Japan and Rest of World over time?,easy
Video Games Sales Dataset,Japan,Rest of World,"{""coefficient"": 0.30878, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02372, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02411, ""conclusion"": ""Not strongly correlated""}",Do changes in Japan relate to changes in Rest of World?,easy
Video Games Sales Dataset,Japan,Rest of World,"{""coefficient"": 0.30878, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02372, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02411, ""conclusion"": ""Not strongly correlated""}",Are variations in Japan associated with variations in Rest of World?,easy
Video Games Sales Dataset,Japan,Rest of World,"{""coefficient"": 0.30878, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02372, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02411, ""conclusion"": ""Not strongly correlated""}",Is the connection between Japan and Rest of World strong?,easy
Video Games Sales Dataset,Japan,Review,"{""coefficient"": 0.14858, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25621, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18566, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between Japan and Review?,easy
