productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
Celery,2000/9/3,0.45,1.69,0.0,1.02,1.54,1.3611000000000002
Strawberries,2000/9/3,1.03,2.5,0.0,2.69,2.37,0.835
Cauliflower,2000/9/3,0.21,1.01,0.0,0.87,0.79,2.1786000000000003
Romaine Lettuce,2000/9/3,0.39,1.46,0.0,1.07,0.99,1.2564
Carrots,2000/9/3,0.14,0.59,0.0,0.49,0.74,2.25
Red Leaf Lettuce,2000/9/3,0.3,1.46,0.0,1.07,1.74,2.5583
Broccoli Crowns,2000/9/3,0.37,1.53,0.0,1.17,1.43,1.7905000000000002
Celery,2000/8/27,0.5,1.64,0.0,1.19,1.54,1.185
Cauliflower,2000/8/27,0.17,1.02,0.0,0.94,1.03,3.3971
Carrots,2000/8/27,0.15,0.71,0.0,0.49,0.74,2.2333000000000003
Broccoli Crowns,2000/8/27,0.42,1.69,0.0,1.27,1.42,1.6071000000000002
Potatoes,2000/8/27,0.6,2.99,0.0,2.27,3.66,2.7167000000000003
Broccoli Bunches,2000/8/27,0.32,1.35,0.0,0.87,1.28,1.7344
Plums,2000/8/27,0.32,1.41,0.0,1.57,1.12,2.2031
Avocados,2000/8/27,0.78,1.32,0.0,1.96,1.59,0.5609000000000001
Peaches,2000/8/27,0.36,1.36,0.0,1.37,1.32,1.8125
Nectarines,2000/8/27,0.56,1.36,0.0,1.69,1.27,0.9286
Iceberg Lettuce,2000/8/27,0.62,1.27,0.0,0.97,1.34,0.4435
Green Leaf Lettuce,2000/8/27,0.67,1.46,0.0,0.99,1.59,0.5075000000000001
Flame Grapes,2000/8/27,0.58,1.41,0.0,0.99,1.47,0.6681
Tomatoes,2000/8/27,0.38,1.39,0.0,1.47,1.32,1.75
Strawberries,2000/8/27,0.78,2.29,0.0,2.19,2.75,1.3173
Romaine Lettuce,2000/8/27,0.54,1.46,0.0,0.97,0.92,0.5509000000000001
Red Leaf Lettuce,2000/8/27,0.36,1.46,0.0,0.99,1.59,1.8056
Peaches,2000/8/20,0.31,0.89,0.0,1.57,1.34,2.0645
Nectarines,2000/8/20,0.56,1.29,0.0,1.62,1.19,0.8304
Iceberg Lettuce,2000/8/20,0.53,1.26,0.0,0.97,1.24,0.6368
Green Leaf Lettuce,2000/8/20,0.55,1.49,0.0,0.92,1.54,0.7955
Flame Grapes,2000/8/20,0.55,1.64,0.0,1.44,1.99,1.3045
Tomatoes,2000/8/20,0.4,1.58,0.0,1.47,1.12,1.6063
Celery,2000/8/20,0.51,1.64,0.0,1.19,1.57,1.1569
Strawberries,2000/8/20,0.78,2.37,0.0,1.87,2.12,1.0385
Cauliflower,2000/8/20,0.19,0.89,0.0,0.94,1.15,2.9211
Romaine Lettuce,2000/8/20,0.33,1.49,0.0,0.97,1.02,1.6363999999999999
Carrots,2000/8/20,0.14,0.71,0.0,0.49,0.74,2.4643
Red Leaf Lettuce,2000/8/20,0.34,1.49,0.0,0.92,1.54,1.9044
Broccoli Crowns,2000/8/20,0.39,1.69,0.0,1.27,1.42,1.8077
Potatoes,2000/8/20,0.6,3.49,0.0,2.27,3.82,2.9917000000000002
Broccoli Bunches,2000/8/20,0.3,1.35,0.0,0.77,1.01,1.6083
Plums,2000/8/20,0.32,1.29,0.0,1.44,1.12,2.0078
Avocados,2000/8/20,0.79,1.32,0.0,1.97,1.62,0.5538000000000001
Romaine Lettuce,2000/8/13,0.26,1.49,0.0,0.99,0.89,2.2404
Carrots,2000/8/13,0.14,0.71,0.0,0.49,0.74,2.4643
Red Leaf Lettuce,2000/8/13,0.29,1.49,0.0,0.97,1.54,2.4483
Broccoli Crowns,2000/8/13,0.3,1.69,0.0,1.34,1.79,3.0167
Potatoes,2000/8/13,0.6,3.24,0.0,2.27,3.82,2.8875
Broccoli Bunches,2000/8/13,0.24,1.37,0.0,0.79,1.17,2.4688
Plums,2000/8/13,0.31,1.24,0.0,1.19,1.12,1.8629
Avocados,2000/8/13,0.74,1.3,0.0,1.96,1.5,0.6081000000000001
Peaches,2000/8/13,0.24,1.19,0.0,1.12,1.09,2.5417
Nectarines,2000/8/13,0.46,1.39,0.0,1.32,1.09,1.0652
Iceberg Lettuce,2000/8/13,0.28,1.14,0.0,0.92,1.22,1.9286
Green Leaf Lettuce,2000/8/13,0.36,1.49,0.0,0.72,1.54,1.6041999999999998
Flame Grapes,2000/8/13,0.53,1.41,0.0,1.62,1.24,1.0142
Tomatoes,2000/8/13,0.4,1.2,0.0,1.64,1.12,1.475
Celery,2000/8/13,0.51,1.64,0.0,1.19,1.15,0.951
Strawberries,2000/8/13,0.68,1.75,0.0,1.87,2.37,1.2022
Cauliflower,2000/8/13,0.26,1.02,0.0,0.94,1.15,1.9904
Iceberg Lettuce,2000/8/6,0.28,1.26,0.0,0.87,1.16,1.9375
Green Leaf Lettuce,2000/8/6,0.37,1.49,0.0,0.94,1.49,1.6486
Flame Grapes,2000/8/6,0.53,1.66,0.0,0.92,1.67,1.0047
Tomatoes,2000/8/6,0.32,1.44,0.0,1.77,1.07,2.3438
Celery,2000/8/6,0.63,1.64,0.0,1.19,1.57,0.746
Strawberries,2000/8/6,0.67,2.0,0.0,1.87,2.37,1.3284
Cauliflower,2000/8/6,0.3,1.08,0.0,0.87,1.21,1.6333000000000002
Romaine Lettuce,2000/8/6,0.32,1.49,0.0,0.97,0.87,1.6016
Carrots,2000/8/6,0.14,0.71,0.0,0.49,0.74,2.4643
Red Leaf Lettuce,2000/8/6,0.31,1.49,0.0,0.94,1.49,2.1613
Broccoli Crowns,2000/8/6,0.3,1.69,0.0,1.44,1.46,2.825
Potatoes,2000/8/6,0.6,2.99,0.0,2.44,3.82,2.8542
Broccoli Bunches,2000/8/6,0.25,1.37,0.0,0.69,0.89,1.95
Plums,2000/8/6,0.3,1.31,0.0,1.44,1.19,2.2833
Avocados,2000/8/6,0.71,1.38,0.0,1.97,1.62,0.75
Peaches,2000/8/6,0.24,0.94,0.0,1.19,1.47,2.75
Nectarines,2000/8/6,0.46,1.39,0.0,1.42,1.09,1.1196
Potatoes,2000/7/30,0.61,3.24,0.0,2.44,3.82,2.8933999999999997
Broccoli Bunches,2000/7/30,0.28,1.29,0.0,0.79,1.23,1.9554
Plums,2000/7/30,0.3,1.29,0.0,1.19,1.22,2.0833000000000004
Avocados,2000/7/30,0.74,1.38,0.0,1.97,1.5,0.6385000000000001
Peaches,2000/7/30,0.24,1.16,0.0,1.32,1.47,3.1146
Nectarines,2000/7/30,0.32,1.44,0.0,1.19,1.34,2.1016
Iceberg Lettuce,2000/7/30,0.23,1.36,0.0,0.94,1.34,2.9564999999999997
Green Leaf Lettuce,2000/7/30,0.32,1.44,0.0,0.94,1.49,2.0234
Flame Grapes,2000/7/30,0.55,1.51,0.0,1.24,1.57,0.9636
Tomatoes,2000/7/30,0.26,1.44,0.0,1.64,1.07,2.9904
Celery,2000/7/30,0.55,1.64,0.0,1.17,1.57,0.9909
Strawberries,2000/7/30,0.77,2.25,0.0,2.62,2.62,1.4318000000000002
Cauliflower,2000/7/30,0.23,1.13,0.0,1.07,1.09,2.5761000000000003
Romaine Lettuce,2000/7/30,0.33,1.44,0.0,0.97,0.89,1.5
Carrots,2000/7/30,0.14,0.71,0.0,0.49,0.74,2.4643
Red Leaf Lettuce,2000/7/30,0.26,1.44,0.0,0.94,1.49,2.7212
Broccoli Crowns,2000/7/30,0.35,1.51,0.0,1.42,1.34,2.05
Flame Grapes,2000/7/23,0.55,1.39,0.0,1.49,1.47,0.9773000000000001
Tomatoes,2000/7/23,0.26,1.41,0.0,1.49,1.07,2.8173000000000004
Celery,2000/7/23,0.46,1.64,0.0,1.14,1.59,1.375
Strawberries,2000/7/23,0.88,2.37,0.0,2.62,2.74,1.196
Cauliflower,2000/7/23,0.25,1.13,0.0,1.17,1.27,2.57
Romaine Lettuce,2000/7/23,0.31,1.49,0.0,0.94,0.99,1.7581
Carrots,2000/7/23,0.14,0.71,0.0,0.49,0.74,2.4643
Red Leaf Lettuce,2000/7/23,0.24,1.49,0.0,0.94,1.64,3.2396
Broccoli Crowns,2000/7/23,0.57,1.69,0.0,1.42,1.69,1.1053
Potatoes,2000/7/23,0.63,3.74,0.0,2.39,3.82,2.9484
Broccoli Bunches,2000/7/23,0.41,1.41,0.0,0.83,1.01,0.9817
Plums,2000/7/23,0.34,1.81,0.0,1.19,1.44,2.2647
Avocados,2000/7/23,0.75,1.24,0.0,1.97,1.62,0.61
Peaches,2000/7/23,0.26,1.04,0.0,0.97,1.94,2.7981000000000003
Nectarines,2000/7/23,0.28,1.69,0.0,1.24,1.19,2.6786000000000003
Iceberg Lettuce,2000/7/23,0.33,0.95,0.0,0.97,1.27,1.4166999999999998
Green Leaf Lettuce,2000/7/23,0.27,1.49,0.0,0.94,1.64,2.7685000000000004
Peaches,2000/7/16,0.28,1.49,0.0,1.24,1.19,2.5
Nectarines,2000/7/16,0.26,1.61,0.0,1.37,1.19,3.0096
Iceberg Lettuce,2000/7/16,0.31,1.29,0.0,0.84,1.29,1.7581
Green Leaf Lettuce,2000/7/16,0.2,1.49,0.0,0.82,1.39,3.625
Thompson Grapes,2000/7/16,0.66,1.51,0.0,1.79,1.62,0.8636
Celery,2000/7/16,0.35,1.64,0.0,1.14,1.59,2.1214
Cauliflower,2000/7/16,0.36,1.15,0.0,1.22,1.33,1.5694
Carrots,2000/7/16,0.14,0.71,0.0,0.49,0.74,2.4643
Broccoli Crowns,2000/7/16,0.64,1.49,0.0,1.37,1.69,0.7773000000000001
Broccoli Bunches,2000/7/16,0.43,1.39,0.0,0.71,1.3,0.9767
Avocados,2000/7/16,0.76,1.19,0.0,1.84,1.66,0.5428000000000001
Tomatoes,2000/7/16,0.24,1.49,0.0,1.62,1.27,3.5625
Strawberries,2000/7/16,0.91,2.25,0.0,2.54,1.67,0.7747
Romaine Lettuce,2000/7/16,0.19,1.39,0.0,0.94,0.99,3.3684
Red Leaf Lettuce,2000/7/16,0.2,1.49,0.0,0.82,1.39,3.625
Potatoes,2000/7/16,0.65,3.24,0.0,2.39,3.79,2.6231
Plums,2000/7/16,0.36,1.81,0.0,1.57,1.32,2.2639
Carrots,2000/7/9,0.14,0.71,0.0,0.49,0.67,2.3393
Red Leaf Lettuce,2000/7/9,0.19,1.44,0.0,0.82,1.24,3.6052999999999997
Cantaloupe,2000/7/9,0.14,0.6,0.0,0.56,0.62,2.1786000000000003
Potatoes,2000/7/9,0.63,3.49,0.0,2.24,3.74,2.7579000000000002
Broccoli Crowns,2000/7/9,0.45,1.64,0.0,1.24,1.54,1.4556
Plums,2000/7/9,0.49,1.66,0.0,1.44,1.44,1.3163
Broccoli Bunches,2000/7/9,0.3,1.25,0.0,0.85,1.23,1.7750000000000001
Peaches,2000/7/9,0.32,0.99,0.0,1.49,0.89,1.6328
Avocados,2000/7/9,0.74,1.19,0.0,1.74,1.87,0.6215999999999999
Nectarines,2000/7/9,0.3,1.71,0.0,1.42,1.19,2.6
Iceberg Lettuce,2000/7/9,0.27,1.29,0.0,0.82,1.34,2.1944
Honeydews,2000/7/9,0.17,0.69,0.0,0.72,0.6,1.9559
Green Leaf Lettuce,2000/7/9,0.19,1.44,0.0,0.82,1.44,3.8684
Tomatoes,2000/7/9,0.22,1.51,0.0,1.57,1.27,3.9432
Celery,2000/7/9,0.38,1.61,0.0,1.29,1.67,2.0066
Strawberries,2000/7/9,0.91,2.25,0.0,2.12,2.24,0.8159000000000001
Cauliflower,2000/7/9,0.47,1.11,0.0,1.19,1.12,0.8190999999999999
Romaine Lettuce,2000/7/9,0.17,1.29,0.0,0.94,0.74,3.3676
Tomatoes,2000/7/2,0.22,1.49,0.0,1.89,1.57,4.625
Thompson Grapes,2000/7/2,0.56,1.19,0.0,1.61,1.84,1.0714000000000001
Strawberries,2000/7/2,0.73,2.04,0.0,2.37,2.49,1.3630000000000002
Celery,2000/7/2,0.51,1.54,0.0,1.37,1.67,1.2451
Romaine Lettuce,2000/7/2,0.16,1.31,0.0,0.97,1.06,4.2188
Cauliflower,2000/7/2,0.38,1.03,0.0,1.07,1.15,1.1381999999999999
Red Leaf Lettuce,2000/7/2,0.19,1.44,0.0,0.89,1.37,3.8684
Carrots,2000/7/2,0.14,0.71,0.0,0.44,0.74,2.375
Potatoes,2000/7/2,0.63,3.49,0.0,2.37,3.79,2.8294
Cantaloupe,2000/7/2,0.16,0.57,0.0,0.42,0.64,1.5469
Plums,2000/7/2,0.57,2.06,0.0,1.82,1.37,1.3026
Broccoli Crowns,2000/7/2,0.34,1.61,0.0,1.37,1.46,2.2647
Peaches,2000/7/2,0.32,1.04,0.0,1.37,0.91,1.5937999999999999
Broccoli Bunches,2000/7/2,0.26,1.31,0.0,0.85,1.53,2.5481000000000003
Nectarines,2000/7/2,0.33,1.96,0.0,0.92,1.04,1.9697
Avocados,2000/7/2,0.7,1.19,0.0,1.82,1.84,0.7321
Iceberg Lettuce,2000/7/2,0.2,1.26,0.0,0.92,1.34,3.4
Honeydews,2000/7/2,0.15,0.66,0.0,0.72,0.64,2.3667
Green Leaf Lettuce,2000/7/2,0.2,1.44,0.0,0.89,1.37,3.625
Honeydews,2000/6/25,0.16,0.73,0.0,0.69,0.64,2.2188
Green Leaf Lettuce,2000/6/25,0.22,1.44,0.0,0.89,1.44,3.2841000000000005
Tomatoes,2000/6/25,0.18,1.44,0.0,1.74,1.32,5.25
Thompson Grapes,2000/6/25,0.56,1.61,0.0,1.72,1.92,1.3437999999999999
Strawberries,2000/6/25,0.71,2.0,0.0,2.12,2.49,1.3275000000000001
Celery,2000/6/25,0.69,1.49,0.0,1.37,1.52,0.5870000000000001
Romaine Lettuce,2000/6/25,0.17,1.31,0.0,0.97,0.92,3.7058999999999997
Cauliflower,2000/6/25,0.35,0.96,0.0,1.07,1.12,1.25
Red Leaf Lettuce,2000/6/25,0.2,1.44,0.0,0.89,1.44,3.7125
Carrots,2000/6/25,0.14,0.71,0.0,0.49,0.74,2.4643
Potatoes,2000/6/25,0.66,3.57,0.0,2.44,3.79,2.7121
Cantaloupe,2000/6/25,0.16,0.6,0.0,0.44,0.54,1.4687999999999999
Plums,2000/6/25,0.63,2.29,0.0,2.12,1.99,1.5397
Broccoli Crowns,2000/6/25,0.36,1.61,0.0,1.37,1.59,2.1736
Peaches,2000/6/25,0.32,1.04,0.0,1.14,0.86,1.375
Broccoli Bunches,2000/6/25,0.29,1.31,0.0,0.85,1.4,2.069
Nectarines,2000/6/25,0.39,1.22,0.0,0.92,1.19,1.1346
Avocados,2000/6/25,0.68,1.27,0.0,2.07,1.84,0.9044
Iceberg Lettuce,2000/6/25,0.19,1.14,0.0,0.77,1.34,3.2763
Romaine Lettuce,2000/6/18,0.19,1.31,0.0,0.97,0.92,3.2105
Broccoli Bunches,2000/6/18,0.32,1.31,0.0,1.07,1.33,1.8984
Red Leaf Lettuce,2000/6/18,0.24,1.44,0.0,0.89,1.32,2.8021
Avocados,2000/6/18,0.69,1.27,0.0,1.84,1.75,0.7609
Potatoes,2000/6/18,0.6,3.61,0.0,2.37,3.79,3.0707999999999998
Iceberg Lettuce,2000/6/18,0.2,1.26,0.0,0.99,1.34,3.4875000000000003
Honeydews,2000/6/18,0.17,0.73,0.0,0.69,0.58,1.9412
Green Leaf Lettuce,2000/6/18,0.25,1.44,0.0,0.89,1.32,2.65
Celery,2000/6/18,0.79,1.49,0.0,1.37,1.52,0.3861
Cauliflower,2000/6/18,0.33,0.96,0.0,1.07,0.97,1.2727
Carrots,2000/6/18,0.14,0.71,0.0,0.49,0.72,2.4286000000000003
Tomatoes,2000/6/18,0.37,1.79,0.0,1.74,1.24,2.2230000000000003
Cantaloupe,2000/6/18,0.17,0.6,0.0,0.67,0.62,1.7794
Strawberries,2000/6/18,0.91,2.0,0.0,2.37,2.24,0.8159000000000001
Broccoli Crowns,2000/6/18,0.38,1.46,0.0,1.37,1.59,1.9079
Celery,2000/6/11,0.79,1.44,0.0,1.29,1.52,0.34490000000000004
Cauliflower,2000/6/11,0.31,0.85,0.0,1.02,1.03,1.3387
Carrots,2000/6/11,0.14,0.63,0.0,0.49,0.72,2.2857
Tomatoes,2000/6/11,0.39,1.69,0.0,1.99,1.24,2.1538
Cantaloupe,2000/6/11,0.18,0.65,0.0,0.57,0.66,1.6111000000000002
Strawberries,2000/6/11,1.04,2.37,0.0,2.12,2.37,0.649
Broccoli Crowns,2000/6/11,0.45,1.61,0.0,1.37,1.39,1.4278
Romaine Lettuce,2000/6/11,0.22,1.31,0.0,0.97,0.92,2.6364
Broccoli Bunches,2000/6/11,0.37,1.31,0.0,1.07,1.49,1.6149000000000002
Red Leaf Lettuce,2000/6/11,0.25,1.44,0.0,0.97,1.32,2.73
Avocados,2000/6/11,0.71,1.27,0.0,1.84,1.87,0.7535
Potatoes,2000/6/11,0.6,3.69,0.0,2.44,3.79,3.1332999999999998
Asparagus,2000/6/11,1.48,2.36,0.0,2.94,2.74,0.35810000000000003
Iceberg Lettuce,2000/6/11,0.3,1.16,0.0,0.99,1.34,1.9083
Honeydews,2000/6/11,0.17,0.64,0.0,0.74,0.66,2.0
Green Leaf Lettuce,2000/6/11,0.24,1.44,0.0,0.97,1.32,2.8854
Broccoli Bunches,2000/6/4,0.37,1.35,0.0,1.02,1.37,1.527
Avocados,2000/6/4,0.69,1.27,0.0,1.72,1.99,0.8043000000000001
Asparagus,2000/6/4,1.39,2.24,0.0,2.24,2.37,0.23199999999999998
Cauliflower,2000/6/4,0.24,1.04,0.0,1.22,1.27,2.6771
Carrots,2000/6/4,0.14,0.66,0.0,0.49,0.69,2.2857
Cantaloupe,2000/6/4,0.17,0.6,0.0,0.72,0.64,1.8824
Broccoli Crowns,2000/6/4,0.44,1.61,0.0,1.37,1.72,1.6705
Romaine Lettuce,2000/6/4,0.18,1.29,0.0,0.97,0.92,3.4167
Red Leaf Lettuce,2000/6/4,0.19,1.44,0.0,0.97,1.42,4.0395
Potatoes,2000/6/4,0.6,3.69,0.0,2.27,3.79,3.0625
Iceberg Lettuce,2000/6/4,0.3,1.29,0.0,0.99,1.36,2.0333
Honeydews,2000/6/4,0.16,0.68,0.0,0.79,0.66,2.3281
Green Leaf Lettuce,2000/6/4,0.19,1.41,0.0,0.97,1.42,4.0
Celery,2000/6/4,0.77,1.49,0.0,1.29,1.44,0.3701
Tomatoes,2000/6/4,0.44,1.54,0.0,1.84,1.12,1.5568000000000002
Strawberries,2000/6/4,0.88,2.0,0.0,1.87,2.37,0.7726999999999999
Celery,2000/5/28,0.69,1.49,0.0,1.24,1.39,0.4928
Cauliflower,2000/5/28,0.2,1.12,0.0,1.32,1.33,3.7125
Carrots,2000/5/28,0.14,0.66,0.0,0.49,0.69,2.2857
Tomatoes,2000/5/28,0.49,1.36,0.0,1.74,1.24,1.2143000000000002
Cantaloupe,2000/5/28,0.17,0.6,0.0,0.53,0.5,1.3971
Strawberries,2000/5/28,0.7,2.37,0.0,1.99,2.37,1.4036000000000002
Broccoli Crowns,2000/5/28,0.32,1.76,0.0,1.52,1.99,3.1172000000000004
Romaine Lettuce,2000/5/28,0.17,1.31,0.0,0.97,0.92,3.7058999999999997
Broccoli Bunches,2000/5/28,0.28,1.76,0.0,1.04,1.53,2.8661000000000003
Red Leaf Lettuce,2000/5/28,0.18,1.44,0.0,0.85,1.47,4.2222
Avocados,2000/5/28,0.64,1.42,0.0,1.62,1.87,0.918
Potatoes,2000/5/28,0.6,3.69,0.0,2.44,3.74,3.1125000000000003
Asparagus,2000/5/28,1.13,1.79,0.0,2.07,2.09,0.3164
Iceberg Lettuce,2000/5/28,0.23,1.36,0.0,0.84,1.39,2.9022
Honeydews,2000/5/28,0.17,0.68,0.0,0.84,0.69,2.25
Green Leaf Lettuce,2000/5/28,0.18,1.44,0.0,0.85,1.47,4.2222
Red Leaf Lettuce,2000/5/21,0.19,1.41,0.0,0.97,1.49,4.0921
Broccoli Bunches,2000/5/21,0.43,1.47,0.0,1.04,1.63,1.4069999999999998
Potatoes,2000/5/21,0.6,3.36,0.0,2.52,1.62,2.125
Avocados,2000/5/21,0.61,1.29,0.0,1.97,1.94,1.1311
Oranges,2000/5/21,0.08,0.26,0.0,0.3,0.24,1.5
Asparagus,2000/5/21,0.82,2.24,0.0,2.07,2.12,0.9604
Iceberg Lettuce,2000/5/21,0.33,1.26,0.0,0.99,1.44,1.7955
Honeydews,2000/5/21,0.18,0.66,0.0,0.99,0.61,2.1389
Green Leaf Lettuce,2000/5/21,0.19,1.41,0.0,0.97,1.49,4.0921
Celery,2000/5/21,0.69,1.36,0.0,1.17,1.27,0.3768
Cauliflower,2000/5/21,0.25,1.38,0.0,1.34,1.33,3.0500000000000003
Tomatoes,2000/5/21,0.44,1.36,0.0,1.74,1.12,1.3977000000000002
Carrots,2000/5/21,0.14,0.66,0.0,0.49,0.69,2.2857
Strawberries,2000/5/21,0.72,1.87,0.0,1.99,1.94,1.0139
Cantaloupe,2000/5/21,0.19,0.6,0.0,0.54,0.58,1.2631999999999999
Romaine Lettuce,2000/5/21,0.18,1.31,0.0,0.97,0.94,3.4722000000000004
Broccoli Crowns,2000/5/21,0.52,1.81,0.0,1.29,1.24,1.0865
Cauliflower,2000/5/14,0.58,1.11,0.0,1.34,1.21,0.5776
Tomatoes,2000/5/14,0.32,1.36,0.0,1.74,1.29,2.4297
Carrots,2000/5/14,0.14,0.69,0.0,0.49,0.69,2.3393
Strawberries,2000/5/14,0.68,2.12,0.0,1.99,2.07,1.2721
Cantaloupe,2000/5/14,0.17,0.65,0.0,0.54,0.47,1.4412
Romaine Lettuce,2000/5/14,0.21,1.39,0.0,0.97,0.96,2.9524000000000004
Broccoli Crowns,2000/5/14,0.8,1.86,0.0,1.29,1.49,0.45
Red Leaf Lettuce,2000/5/14,0.21,1.39,0.0,0.97,1.49,3.5833
Broccoli Bunches,2000/5/14,0.67,1.41,0.0,0.99,0.87,0.22010000000000002
Potatoes,2000/5/14,0.61,3.61,0.0,2.44,3.62,2.9631000000000003
Avocados,2000/5/14,0.64,1.29,0.0,1.97,1.99,1.0508
Oranges,2000/5/14,0.04,0.23,0.0,0.29,0.26,3.875
Asparagus,2000/5/14,0.85,1.99,0.0,2.07,2.24,0.8529000000000001
Iceberg Lettuce,2000/5/14,0.59,1.44,0.0,0.99,1.39,0.6186
Honeydews,2000/5/14,0.18,0.71,0.0,0.87,0.55,1.9583000000000002
Green Leaf Lettuce,2000/5/14,0.21,1.39,0.0,0.97,1.49,3.5833
Celery,2000/5/14,0.63,1.28,0.0,1.17,1.27,0.47619999999999996
Oranges,2000/5/7,0.07,0.24,0.0,0.3,0.26,1.8571000000000002
Asparagus,2000/5/7,0.94,2.36,0.0,2.19,2.32,0.8271
Iceberg Lettuce,2000/5/7,0.52,1.44,0.0,0.99,1.27,0.7787999999999999
Honeydews,2000/5/7,0.17,0.74,0.0,0.89,0.61,2.2941
Green Leaf Lettuce,2000/5/7,0.22,1.44,0.0,0.84,1.49,3.2841000000000005
Celery,2000/5/7,0.5,1.28,0.0,1.17,1.34,0.895
Cauliflower,2000/5/7,0.73,1.11,0.0,1.27,1.15,0.2089
Tomatoes,2000/5/7,0.32,1.66,0.0,1.87,1.12,2.6327999999999996
Carrots,2000/5/7,0.13,0.69,0.0,0.49,0.69,2.5962
Strawberries,2000/5/7,0.7,2.13,0.0,2.12,1.87,1.1857
Cantaloupe,2000/5/7,0.18,0.65,0.0,0.77,0.64,1.8611000000000002
Romaine Lettuce,2000/5/7,0.3,1.56,0.0,0.97,0.99,1.9333000000000002
Broccoli Crowns,2000/5/7,0.76,1.73,0.0,1.39,1.99,0.6809000000000001
Red Leaf Lettuce,2000/5/7,0.22,1.44,0.0,0.84,1.49,3.2841000000000005
Broccoli Bunches,2000/5/7,0.6,1.23,0.0,1.14,1.39,0.5667
Potatoes,2000/5/7,0.65,3.61,0.0,2.44,3.27,2.5846
Avocados,2000/5/7,0.67,1.12,0.0,1.59,1.87,0.7090000000000001
Strawberries,2000/4/30,0.68,2.25,0.0,1.83,2.37,1.3713
Cantaloupe,2000/4/30,0.18,0.67,0.0,0.55,0.64,1.5833000000000002
Romaine Lettuce,2000/4/30,0.2,1.44,0.0,0.97,0.96,3.2125
Broccoli Crowns,2000/4/30,0.55,1.39,0.0,1.09,1.49,0.8045
Red Leaf Lettuce,2000/4/30,0.19,1.44,0.0,0.97,1.44,4.0658
Broccoli Bunches,2000/4/30,0.41,1.23,0.0,1.04,1.21,1.122
Potatoes,2000/4/30,0.67,3.61,0.0,2.37,3.16,2.4104
Avocados,2000/4/30,0.71,1.09,0.0,1.59,1.37,0.4261
Oranges,2000/4/30,0.07,0.19,0.0,0.27,0.25,1.5357
Asparagus,2000/4/30,1.0,2.74,0.0,2.49,1.42,0.6625
Iceberg Lettuce,2000/4/30,0.5,1.39,0.0,0.99,1.18,0.78
Honeydews,2000/4/30,0.19,0.7,0.0,0.82,0.66,1.8684
Green Leaf Lettuce,2000/4/30,0.19,1.44,0.0,0.97,1.44,4.0658
Celery,2000/4/30,0.48,1.28,0.0,1.22,1.32,0.9895999999999999
Cauliflower,2000/4/30,0.49,0.98,0.0,1.19,1.03,0.6327
Tomatoes,2000/4/30,0.28,1.54,0.0,1.87,1.34,3.2411000000000003
Carrots,2000/4/30,0.13,0.69,0.0,0.49,0.67,2.5577
Cauliflower,2000/4/23,0.28,1.05,0.0,1.12,0.99,1.8214
Carrots,2000/4/23,0.13,0.69,0.0,0.47,0.69,2.5577
Cantaloupe,2000/4/23,0.24,0.69,0.0,0.84,0.45,1.0625
Broccoli Crowns,2000/4/23,0.32,1.56,0.0,1.36,0.87,1.9609
Broccoli Bunches,2000/4/23,0.24,1.23,0.0,1.04,1.13,2.5417
Avocados,2000/4/23,0.73,1.16,0.0,1.97,1.79,0.6849
Asparagus,2000/4/23,1.07,2.09,0.0,2.49,2.49,0.6519
Honeydews,2000/4/23,0.22,0.75,0.0,0.92,0.66,1.6477000000000002
Green Leaf Lettuce,2000/4/23,0.23,1.49,0.0,0.97,1.49,3.2935000000000003
Celery,2000/4/23,0.51,1.21,0.0,1.22,1.27,0.8137000000000001
Tomatoes,2000/4/23,0.28,1.64,0.0,1.99,1.39,3.4821
Strawberries,2000/4/23,0.68,2.5,0.0,2.36,2.72,1.7868000000000002
Romaine Lettuce,2000/4/23,0.18,1.49,0.0,0.97,1.07,3.9027999999999996
Red Leaf Lettuce,2000/4/23,0.23,1.49,0.0,0.97,1.49,3.2935000000000003
Potatoes,2000/4/23,0.74,3.61,0.0,2.02,3.37,2.0405
Oranges,2000/4/23,0.07,0.19,0.0,0.25,0.25,1.4643000000000002
Iceberg Lettuce,2000/4/23,0.55,1.34,0.0,1.12,1.22,0.6727
Red Leaf Lettuce,2000/4/16,0.29,1.46,0.0,0.84,1.49,2.2672
Broccoli Bunches,2000/4/16,0.25,1.09,0.0,1.04,1.2,2.33
Potatoes,2000/4/16,0.75,3.34,0.0,2.02,3.24,1.8666999999999998
Avocados,2000/4/16,0.7,1.16,0.0,1.84,1.79,0.7107
Oranges,2000/4/16,0.07,0.18,0.0,0.25,0.19,1.2143000000000002
Asparagus,2000/4/16,1.27,2.08,0.0,2.52,1.24,0.1496
Iceberg Lettuce,2000/4/16,0.64,1.09,0.0,0.84,1.34,0.2773
Honeydews,2000/4/16,0.21,0.76,0.0,0.87,0.61,1.6666999999999998
Green Leaf Lettuce,2000/4/16,0.33,1.46,0.0,0.74,1.49,1.7955
Celery,2000/4/16,0.6,1.21,0.0,1.27,0.99,0.4458
Cauliflower,2000/4/16,0.3,0.93,0.0,0.99,0.93,1.375
Tomatoes,2000/4/16,0.53,1.64,0.0,1.87,1.34,1.2877
Carrots,2000/4/16,0.13,0.52,0.0,0.49,0.69,2.2692
